"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2001",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Farrer Court,"6,220",240,410,430,350,400,480,440,480,580,560,550,300,350,250,180,120,70,50,,,
,Hillcrest,"7,040",380,530,510,390,370,470,510,670,670,610,540,360,330,260,210,120,70,40,,,
,Holland Road,"5,950",310,430,470,370,350,380,390,520,560,570,470,310,290,180,150,90,70,40,,,
,Leedon Park,"5,740",270,350,420,380,420,430,390,420,490,550,580,360,210,150,150,90,60,30,,,
,Swiss Club,"4,150",200,280,320,250,260,270,270,340,360,370,340,220,180,160,160,90,60,40,,,
,Ulu Pandan,"9,760",460,740,850,650,660,590,580,750,930,"1,010",970,520,400,270,180,100,80,60,,,
Central Water Catchment,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Water Catchment,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Changi,Total,"1,090",90,100,80,70,50,100,110,100,90,80,70,30,40,30,30,10,10,10,,,
,Changi Airport,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Point,620,40,50,30,50,40,60,60,50,50,60,40,20,20,20,20,10,10,-,,,
,Changi West,470,40,60,40,30,20,40,50,50,40,20,30,10,20,10,10,-,-,10,,,
Changi Bay,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Bay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Choa Chu Kang,Total,"145,670","14,360","15,720","11,430","8,660","7,880","10,640","16,140","18,030","14,170","10,010","6,670","3,310","2,870","2,240","1,730",940,550,340,,,
,Central,"17,760","1,380","2,130","1,520","1,040","1,000","1,270","1,540","2,280","1,800","1,260",900,480,390,280,230,130,80,50,,,
,Keat Hong,"15,280","1,410","1,910","1,220",880,830,"1,090","1,610","1,960","1,510","1,030",700,320,270,220,150,90,60,30,,,
,Kranji North,"14,620","1,680","1,970","1,030",750,670,900,"1,850","2,120","1,400",880,510,220,210,170,130,80,30,20,,,
,Pang Sua,"14,850","2,010","1,760","1,020",650,540,970,"2,260","2,170","1,360",800,430,210,210,170,150,80,40,30,,,
,Peng Siang,"28,980","2,740","3,080","2,250","1,850","1,680","2,250","3,110","3,440","2,790","2,060","1,460",670,500,420,330,180,110,60,,,
,Teck Whye,"26,120","1,990","2,320","2,200","1,760","1,790","2,080","2,180","2,690","2,470","2,000","1,530",900,780,570,440,210,120,90,,,
,Yew Tee,"28,070","3,140","2,550","2,180","1,740","1,380","2,090","3,590","3,360","2,850","1,980","1,140",500,520,400,310,180,110,60,,,
Clementi,Total,"87,460","4,350","4,680","5,050","5,210","7,270","8,070","6,830","7,400","6,950","7,870","8,150","4,500","4,140","2,750","1,930","1,170",640,490,,,
,Clementi Central,"11,300",540,580,550,630,"1,010","1,130",930,890,900,970,"1,040",590,580,420,300,130,80,50,,,
,Clementi North,"26,350","1,240","1,200","1,260","1,420","2,200","2,700","2,230","2,330","1,950","2,310","2,540","1,420","1,370",900,610,360,180,150,,,
,Clementi West,"16,440","1,020",990,950,"1,060","1,400","1,380","1,340","1,480","1,390","1,520","1,380",740,670,440,300,190,110,80,,,
,Clementi Woods,"20,360",960,"1,060","1,160","1,150","1,650","1,860","1,500","1,730","1,610","1,740","1,940","1,080","1,030",690,530,330,170,150,,,
,Faber,"3,120",160,230,260,200,220,230,210,260,280,300,290,160,130,90,40,30,20,10,,,
,Pandan,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sunset Way,"6,370",310,400,530,450,460,460,460,510,520,640,600,340,260,160,110,80,50,30,,,
,Toh Tuck,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,West Coast,"3,510",130,220,340,320,340,320,150,220,290,380,360,170,110,50,40,40,20,20,,,
Downtown Core,Total,"3,600",150,160,180,170,210,320,330,300,280,270,320,200,220,160,150,100,50,50,,,
,Anson,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bayfront Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bugis,"3,030",120,120,130,140,190,280,260,220,250,230,290,180,190,130,130,90,50,50,,,
,Cecil,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,City Hall,130,10,10,10,-,-,10,30,30,-,10,-,-,10,-,-,-,-,-,,,
,Clifford Pier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina Centre,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Phillip,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Raffles Place,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,260,10,10,10,10,20,20,30,30,30,20,30,10,10,10,10,-,-,-,,,
Geylang,Total,"116,440","6,060","7,370","7,700","7,080","7,750","9,240","8,650","9,890","10,920","9,800","8,570","5,220","5,700","4,520","3,650","2,210","1,190",920,,,
,Aljunied,"43,750","2,170","2,650","2,620","2,480","2,890","3,650","3,370","3,770","4,150","3,700","3,290","2,020","2,200","1,680","1,410",830,490,400,,,
,Geylang East,"30,340","1,480","1,920","2,000","2,000","2,280","2,350","2,040","2,350","2,720","2,660","2,510","1,410","1,440","1,150",960,590,310,210,,,
,Kallang Way,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Ubi,"13,440",790,"1,140","1,390","1,090",930,990,880,"1,230","1,480","1,240",880,440,340,220,180,120,60,50,,,
,Macpherson,"28,870","1,630","1,650","1,690","1,510","1,650","2,250","2,370","2,540","2,570","2,190","1,890","1,340","1,730","1,480","1,110",680,330,270,,,
Hougang,Total,"205,200","13,380","16,960","16,960","14,060","13,160","14,950","16,360","20,160","21,030","17,490","13,240","7,370","6,590","5,030","3,760","2,300","1,320","1,100",,,
,Defu Industrial Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hougang Central,"50,100","3,270","4,270","3,970","3,250","3,190","3,720","4,010","5,040","5,120","4,220","3,130","1,800","1,710","1,240",980,610,310,270,,,
,Lorong Ah Soo,"36,280","1,910","2,280","2,500","2,520","2,650","3,100","2,740","2,950","3,380","3,210","2,830","1,720","1,490","1,160",800,490,320,230,,,
,Rosyth,"20,920","1,040","1,700","2,010","1,520","1,400","1,330","1,160","1,650","2,330","2,130","1,570",810,750,530,430,260,160,140,,,
,Sungei Serangoon,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tai Keng,"12,740",800,980,"1,030",890,790,890,990,"1,190","1,170","1,100",860,490,470,390,290,170,110,140,,,
,Trafalgar,"85,120","6,360","7,730","7,450","5,890","5,120","5,910","7,460","9,330","9,030","6,830","4,840","2,550","2,160","1,710","1,250",770,420,320,,,
Jurong East,Total,"87,880","5,410","5,950","6,630","6,410","6,960","7,540","7,280","7,700","8,040","7,850","6,610","3,390","2,870","2,020","1,490",830,510,380,,,
,Boon Lay,"19,560","1,190","1,360","1,600","1,390","1,470","1,600","1,560","1,770","1,810","1,830","1,510",690,620,410,330,200,130,110,,,
,International Business Park,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Lake,"1,190",40,60,70,80,120,120,100,70,90,110,110,70,70,40,20,10,-,-,,,
,Jurong Port,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Regional Centre,"2,610",120,140,180,190,210,270,210,210,250,210,200,120,120,80,60,20,10,20,,,
,Jurong River,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Penjuru Crescent,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Teban Gardens,"19,480","1,130","1,240","1,320","1,350","1,750","1,800","1,540","1,550","1,550","1,670","1,730",920,720,520,350,160,110,80,,,
,Toh Guan,"14,960","1,280","1,230","1,380","1,170",950,"1,050","1,430","1,560","1,650","1,310",770,320,270,230,180,100,60,30,,,
,Yuhua,"30,050","1,660","1,910","2,090","2,240","2,460","2,700","2,440","2,530","2,700","2,720","2,290","1,270","1,080",750,550,330,200,140,,,
Jurong West,Total,"217,270","16,700","17,850","17,060","15,090","15,690","19,540","21,070","21,530","19,770","17,830","13,470","6,680","5,440","3,740","2,630","1,630",880,680,,,
,Boon Lay,"25,820","1,830","1,860","1,670","1,510","2,000","2,560","2,680","2,510","2,080","1,900","1,810","1,080",890,630,420,230,110,80,,,
,Central,"41,500","3,670","2,740","3,320","3,060","2,860","4,430","4,290","3,970","4,090","3,510","2,320",920,770,580,420,300,150,110,,,
,Chin Bee,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hong Kah,"55,880","3,440","3,820","4,420","4,380","4,370","5,060","4,730","4,850","5,030","5,140","4,040","2,130","1,690","1,110",730,430,270,230,,,
,Kian Teck,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Safti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Taman Jurong,"28,610","2,390","2,430","2,160","1,870","1,810","2,240","2,970","2,870","2,620","2,300","1,690",930,760,600,480,280,130,80,,,
,Wenya,"1,760",110,70,130,160,170,180,140,140,140,160,130,50,50,30,20,20,20,40,,,
,Yunnan,"63,660","5,270","6,930","5,360","4,130","4,470","5,070","6,260","7,190","5,810","4,830","3,480","1,570","1,270",790,560,370,190,140,,,
Kallang,Total,"90,250","4,490","4,860","5,010","4,760","5,690","7,200","7,090","7,490","7,940","7,490","7,050","4,410","5,070","4,010","3,440","2,130","1,200",930,,,
,Bendemeer,"29,700","1,450","1,620","1,830","1,740","2,050","2,350","2,300","2,350","2,780","2,600","2,410","1,350","1,480","1,150","1,000",600,380,280,,,
,Boon Keng,"10,020",530,570,490,540,650,880,840,870,910,780,720,440,540,450,370,240,120,90,,,
,Crawford,"10,130",390,390,390,430,570,810,650,660,750,750,840,650,830,660,620,370,200,170,,,
,Geylang Bahru,"13,620",780,740,700,700,840,"1,180","1,180","1,250","1,140","1,020",930,680,770,650,520,280,160,120,,,
,Kallang Bahru,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Bugis,890,40,50,70,60,70,80,40,70,80,100,90,40,30,20,20,10,10,10,,,
,Kampong Java,"9,870",530,590,560,480,650,740,780,880,840,850,810,490,520,360,310,230,150,110,,,
,Lavender,"7,630",270,350,410,360,460,560,520,540,610,610,690,430,540,430,400,250,100,90,,,
,Tanjong Rhu,"8,380",510,560,560,460,400,610,780,880,830,790,570,340,360,280,200,130,70,50,,,
Lim Chu Kang,Total,110,10,10,-,10,10,10,-,-,10,10,10,10,-,-,-,-,-,-,,,
,Lim Chu Kang,110,10,10,-,10,10,10,-,-,10,10,10,10,-,-,-,-,-,-,,,
Mandai,Total,930,60,70,80,60,80,70,60,70,80,70,90,40,40,30,20,10,10,10,,,
,Subzone 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,930,60,70,80,60,80,70,60,70,80,70,90,40,40,30,20,10,10,10,,,
Marina East,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina South,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marine Parade,Total,"45,750","2,170","2,820","2,830","2,500","2,800","3,560","3,380","3,820","4,060","3,710","3,720","2,510","2,460","1,950","1,550",950,590,380,,,
,East Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Katong,"7,770",370,550,510,460,460,510,540,680,740,690,640,330,350,330,280,180,100,80,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marine Parade,"29,020","1,320","1,670","1,650","1,440","1,770","2,460","2,240","2,370","2,500","2,200","2,270","1,710","1,760","1,360","1,050",650,370,240,,,
,Mountbatten,"8,950",480,590,680,610,580,590,600,780,820,820,810,460,340,270,220,130,110,70,,,
Museum,Total,100,-,-,-,-,-,-,10,10,10,10,10,-,10,10,20,20,-,-,,,
,Bras Basah,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Dhoby Ghaut,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Fort Canning,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Newton,Total,"6,270",280,360,380,320,330,470,500,610,560,580,580,350,290,240,180,130,60,60,,,
,Cairnhill,"3,470",140,200,200,160,200,260,290,330,290,300,330,210,180,130,100,90,30,30,,,
,Goodwood Park,490,30,40,40,30,20,30,30,50,50,60,40,20,10,20,10,10,10,-,,,
,Istana Negara,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Monk's Hill,"1,240",50,70,60,50,60,110,120,130,120,100,100,60,70,50,40,20,20,20,,,
,Newton Circus,130,10,10,10,-,10,10,10,20,10,20,20,-,-,10,-,-,-,-,,,
,Orange Grove,890,40,40,60,60,50,50,40,80,80,100,100,60,40,40,30,10,10,10,,,
North Eastern Islands,Total,120,10,10,-,-,10,10,10,10,10,10,-,20,10,-,10,10,-,10,,,
,North Eastern Islands,120,10,10,-,-,10,10,10,10,10,10,-,20,10,-,10,10,-,10,,,
Novena,Total,"42,010","2,030","2,650","2,670","2,260","2,500","3,120","3,170","3,760","4,000","3,680","3,210","2,030","2,060","1,650","1,350",850,580,450,,,
,Balestier,"30,480","1,480","1,850","1,850","1,590","1,880","2,460","2,410","2,730","2,890","2,510","2,230","1,460","1,560","1,230","1,020",590,410,340,,,
,Dunearn,"3,330",150,240,230,200,180,200,220,270,290,320,300,180,170,140,90,80,50,30,,,
,Malcolm,"2,530",120,180,200,160,120,130,130,200,270,260,220,120,110,90,90,70,40,30,,,
,Moulmein,"5,120",270,350,370,270,290,310,370,510,510,530,410,250,200,160,130,100,70,40,,,
,Mount Pleasant,550,20,30,40,40,40,20,30,50,50,60,50,30,20,30,20,10,10,10,,,
Orchard,Total,620,20,40,30,30,40,40,30,60,70,70,60,40,30,10,20,10,10,10,,,
,Boulevard,320,10,20,10,20,20,20,20,20,40,40,30,20,20,10,10,10,-,-,,,
,Somerset,110,10,-,-,-,10,10,10,10,10,10,10,10,-,-,-,-,-,-,,,
,Tanglin,200,10,20,20,10,10,10,10,20,20,20,20,20,10,-,10,-,10,-,,,
Outram,Total,"19,630",670,770,780,840,"1,170","1,490","1,340","1,440","1,520","1,540","1,660","1,190","1,420","1,190","1,050",710,440,430,,,
,China Square,"2,210",80,90,80,120,180,200,160,180,160,210,200,130,140,100,80,50,30,30,,,
,Chinatown,"7,780",250,270,280,310,490,630,540,570,570,550,670,480,560,500,430,300,200,190,,,
,Pearl's Hill,"9,210",330,400,390,380,470,620,600,660,760,740,740,560,690,580,520,360,210,210,,,
,People's Park,430,10,10,20,20,30,50,40,30,30,40,50,20,30,10,10,10,-,-,,,
Pasir Ris,Total,"119,730","11,740","14,900","9,810","6,160","5,400","7,460","12,180","16,420","12,290","8,110","5,370","2,530","2,330","1,860","1,400",920,490,390,,,
,Elias,"30,680","3,660","3,800","2,170","1,370","1,160","1,950","3,970","4,580","2,830","1,760","1,060",590,600,470,330,210,120,60,,,
,Loyang,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Loyang East,"8,600",570,890,880,570,480,380,590,"1,000","1,030",850,540,230,190,130,100,90,50,40,,,
,Pasir Ris Drive,"59,050","5,480","7,490","5,010","3,190","2,850","3,900","5,580","7,810","6,080","3,970","2,770","1,250","1,140",930,710,460,230,220,,,
,Pasir Ris Park,880,80,110,80,50,40,50,60,130,110,80,50,20,10,10,10,10,-,-,,,
,Pasir Ris Town,"20,500","1,950","2,610","1,670",990,870,"1,180","1,980","2,900","2,240","1,460",950,450,380,330,250,150,80,70,,,
,Pasir Ris West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Paya Lebar,Total,130,10,10,10,10,10,20,10,10,10,10,10,-,-,10,10,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
