"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2007",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Teck Whye,"25,840","1,250","1,680","2,170","2,310","1,770","1,760","1,750","1,900","2,510","2,370","2,000","1,540",930,780,510,360,170,110,,,
,Yew Tee,"42,240","3,420","3,450","3,380","2,890","2,340","3,270","4,410","4,480","4,050","3,480","2,650","1,650",900,710,490,350,170,130,,,
Clementi,Total,"87,260","4,060","4,570","4,500","4,750","5,160","7,500","7,540","7,080","7,360","6,690","7,140","7,140","4,560","3,700","2,390","1,590",870,690,,,
,Clementi Central,"12,610",560,620,550,610,700,"1,180","1,180","1,070",990,960,"1,030","1,080",640,570,410,260,120,100,,,
,Clementi North,"23,540",970,"1,090","1,030","1,070","1,340","2,120","2,150","1,890","2,010","1,670","1,920","2,100","1,360","1,160",720,460,290,190,,,
,Clementi West,"17,280",940,"1,010",940,960,"1,060","1,500","1,520","1,470","1,540","1,360","1,430","1,290",780,590,390,260,130,110,,,
,Clementi Woods,"19,360",890,910,950,"1,060","1,090","1,670","1,650","1,450","1,560","1,530","1,540","1,590","1,120",910,590,430,230,190,,,
,Faber,"4,460",230,390,380,310,250,250,300,440,470,390,320,270,160,140,80,50,30,30,,,
,Pandan,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sunset Way,"6,750",340,410,430,480,450,460,470,530,580,520,600,540,340,240,160,100,60,50,,,
,Toh Tuck,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,West Coast,"3,240",120,150,220,260,270,310,260,220,210,270,300,270,170,90,50,40,30,20,,,
Downtown Core,Total,"3,310",130,140,130,150,140,240,300,290,290,250,240,280,200,190,130,90,70,70,,,
,Anson,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bayfront Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bugis,"2,720",90,100,110,130,120,190,230,220,220,200,190,250,170,180,120,90,60,50,,,
,Cecil,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,City Hall,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Clifford Pier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina Centre,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Phillip,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Raffles Place,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,300,20,20,10,10,10,20,30,30,40,20,30,20,10,10,10,-,-,10,,,
Geylang,Total,"117,140","5,150","6,190","7,090","7,750","7,080","8,560","9,200","8,800","9,470","10,360","9,770","8,120","5,430","5,050","3,680","2,780","1,570","1,110",,,
,Aljunied,"44,770","1,930","2,300","2,640","2,660","2,500","3,380","3,950","3,560","3,700","3,920","3,620","3,120","2,060","1,940","1,350","1,080",590,480,,,
,Geylang East,"30,910","1,370","1,620","1,880","2,080","1,950","2,430","2,350","2,210","2,320","2,570","2,640","2,380","1,540","1,250",920,720,410,290,,,
,Kallang Way,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Ubi,"13,260",640,790,"1,010","1,280","1,100",980,940,930,"1,060","1,340","1,170",810,470,300,210,130,70,50,,,
,Macpherson,"28,160","1,210","1,480","1,560","1,720","1,530","1,760","1,960","2,090","2,390","2,520","2,340","1,810","1,370","1,550","1,200",850,510,300,,,
Hougang,Total,"210,360","9,660","12,920","16,150","17,010","14,000","14,130","14,920","16,010","18,970","20,220","17,920","13,320","7,910","6,500","4,450","3,190","1,760","1,330",,,
,Defu Industrial Park,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hougang Central,"50,150","2,340","3,070","3,810","4,040","3,200","3,230","3,470","3,890","4,670","4,950","4,240","3,100","1,890","1,610","1,060",800,470,320,,,
,Lorong Ah Soo,"34,870","1,400","1,930","2,180","2,400","2,370","2,520","2,510","2,570","2,900","3,030","3,100","2,570","1,690","1,390",950,710,370,290,,,
,Rosyth,"21,220",790,"1,140","1,670","2,060","1,480","1,340","1,240","1,320","1,700","2,130","2,060","1,510",840,740,440,360,220,180,,,
,Sungei Serangoon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tai Keng,"12,240",520,750,940,"1,000",820,830,830,870,"1,020","1,080","1,050",850,450,440,340,230,130,110,,,
,Trafalgar,"91,880","4,610","6,030","7,550","7,520","6,140","6,200","6,880","7,360","8,680","9,030","7,480","5,280","3,050","2,320","1,670","1,090",580,430,,,
Jurong East,Total,"86,550","4,250","5,100","5,650","6,430","6,170","7,040","6,870","6,920","7,070","7,350","7,410","6,210","3,500","2,630","1,670","1,140",650,490,,,
,Boon Lay,"19,960",950,"1,210","1,360","1,580","1,390","1,510","1,540","1,570","1,630","1,740","1,760","1,420",740,610,390,270,160,130,,,
,International Business Park,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Lake,"1,130",40,40,60,70,90,110,100,100,70,90,100,100,60,60,30,10,10,-,,,
,Jurong Port,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Regional Centre,"2,490",100,130,120,190,190,210,210,200,210,190,230,190,100,100,60,40,30,10,,,
,Jurong River,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Penjuru Crescent,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Teban Gardens,"18,540",880,"1,030","1,090","1,270","1,300","1,630","1,500","1,330","1,420","1,400","1,550","1,620",980,640,420,260,130,110,,,
,Toh Guan,"15,130",880,"1,070","1,200","1,280","1,090","1,150","1,170","1,420","1,340","1,470","1,270",770,350,230,170,130,90,60,,,
,Yuhua,"29,270","1,400","1,620","1,820","2,050","2,110","2,430","2,360","2,310","2,390","2,460","2,510","2,110","1,270",990,600,430,240,170,,,
Jurong West,Total,"243,620","15,120","17,050","18,330","18,120","15,970","20,230","22,400","21,820","21,620","20,050","18,280","13,980","7,590","5,380","3,360","2,250","1,170",920,,,
,Boon Lay,"24,780","1,170","1,510","1,600","1,640","1,460","1,960","2,050","2,310","2,320","2,110","1,890","1,680","1,130",840,510,340,130,120,,,
,Central,"59,380","5,040","4,290","3,630","3,870","3,950","5,930","7,230","5,750","4,580","4,500","4,080","2,920","1,350",870,620,400,230,160,,,
,Chin Bee,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hong Kah,"55,230","2,650","3,520","3,770","4,240","4,100","4,280","4,450","4,530","4,600","4,630","4,810","3,810","2,190","1,550",910,600,310,270,,,
,Kian Teck,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Safti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Taman Jurong,"30,150","1,680","2,130","2,450","2,280","1,890","2,120","2,290","2,820","2,800","2,630","2,320","1,740",970,770,530,390,210,130,,,
,Wenya,"6,490",760,360,250,300,410,900,980,600,400,370,380,310,170,120,70,50,30,40,,,
,Yunnan,"67,530","3,810","5,220","6,630","5,780","4,160","5,030","5,390","5,810","6,910","5,810","4,790","3,530","1,790","1,220",720,470,270,200,,,
Kallang,Total,"92,210","4,230","4,470","4,650","4,880","4,750","6,280","7,670","7,670","7,520","7,800","7,460","6,870","4,680","4,670","3,430","2,540","1,420","1,250",,,
,Bendemeer,"28,700","1,210","1,300","1,450","1,680","1,640","2,090","2,400","2,270","2,190","2,490","2,470","2,230","1,420","1,340",970,720,410,430,,,
,Boon Keng,"9,150",420,440,470,460,500,660,780,760,730,820,710,650,420,450,350,260,160,110,,,
,Crawford,"9,560",340,330,350,370,430,560,680,590,650,770,760,880,650,740,580,470,220,210,,,
,Geylang Bahru,"13,320",600,720,710,700,660,870,"1,030","1,150","1,180","1,130","1,030",890,680,700,540,380,200,150,,,
,Kallang Bahru,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Bugis,820,30,30,40,60,70,60,70,40,60,70,100,80,40,30,20,10,10,10,,,
,Kampong Java,"11,600",560,610,640,610,530,840,"1,040","1,030",960,900,870,880,600,550,370,270,170,170,,,
,Lavender,"8,490",410,340,350,440,430,590,750,680,630,690,670,680,470,500,360,260,140,90,,,
,Tanjong Rhu,"10,540",660,670,630,550,490,610,940,"1,150","1,110",930,850,590,390,360,250,180,110,80,,,
Lim Chu Kang,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Lim Chu Kang,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Mandai,Total,"1,400",60,100,120,110,80,70,100,120,160,130,90,80,50,50,30,20,10,10,,,
,Subzone 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"1,400",60,100,120,110,80,70,100,120,160,130,90,80,50,50,30,20,10,10,,,
Marina East,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina South,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marine Parade,Total,"44,920","2,050","2,510","2,690","2,730","2,270","2,730","3,380","3,780","3,790","3,770","3,450","3,180","2,300","2,150","1,680","1,270",650,550,,,
,East Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Katong,"8,980",420,580,660,610,440,510,640,800,810,810,680,610,380,320,280,210,150,100,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marine Parade,"26,940","1,230","1,370","1,450","1,450","1,270","1,670","2,140","2,240","2,200","2,160","2,030","1,850","1,500","1,560","1,180",890,420,350,,,
,Mountbatten,"9,000",400,550,580,680,560,550,600,740,790,810,740,720,430,270,230,170,80,110,,,
Museum,Total,210,10,10,10,10,-,10,40,30,30,10,10,10,10,10,-,10,-,-,,,
,Bras Basah,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Dhoby Ghaut,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Fort Canning,120,10,10,10,-,-,10,20,20,20,10,10,10,-,-,-,10,-,-,,,
Newton,Total,"6,640",330,400,390,380,310,390,530,650,650,590,540,500,330,230,160,130,70,60,,,
,Cairnhill,"3,260",160,190,180,180,170,190,260,300,310,270,250,270,170,120,100,80,40,40,,,
,Goodwood Park,660,40,50,40,40,20,40,60,90,80,60,50,40,20,20,10,10,10,-,,,
,Istana Negara,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Monk's Hill,"1,240",70,80,70,60,70,80,120,130,140,110,90,60,60,40,20,20,20,10,,,
,Newton Circus,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Orange Grove,"1,360",50,80,80,100,50,70,90,110,120,140,150,130,80,50,30,20,10,10,,,
North Eastern Islands,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,North Eastern Islands,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Novena,Total,"45,270","2,210","2,500","2,680","2,650","2,310","3,070","3,810","3,890","4,060","3,890","3,520","2,970","2,120","1,880","1,410","1,090",580,640,,,
,Balestier,"32,030","1,540","1,590","1,730","1,820","1,660","2,340","2,870","2,740","2,750","2,670","2,440","2,110","1,570","1,460","1,060",810,420,460,,,
,Dunearn,"3,740",150,250,320,270,180,180,200,270,370,350,310,260,180,150,120,90,50,50,,,
,Malcolm,"2,590",130,180,180,160,130,120,180,210,240,270,220,170,110,80,70,70,40,40,,,
,Moulmein,"6,330",360,450,420,350,300,390,540,660,640,560,490,390,230,180,140,110,60,70,,,
,Mount Pleasant,590,20,30,40,50,40,40,30,30,60,60,60,50,30,20,20,10,10,20,,,
Orchard,Total,690,30,30,30,30,30,50,70,50,50,70,70,60,50,20,20,10,10,10,,,
,Boulevard,280,10,10,10,10,20,20,20,20,10,30,40,30,30,10,10,-,-,10,,,
,Somerset,140,10,10,10,-,-,10,20,20,10,10,10,10,10,-,10,-,-,-,,,
,Tanglin,270,10,10,10,20,10,20,20,10,30,30,20,20,20,10,-,10,-,10,,,
Outram,Total,"16,980",530,520,570,670,800,"1,170","1,240","1,180","1,250","1,310","1,460","1,530","1,140","1,200",900,690,390,450,,,
,China Square,"1,860",50,50,90,80,100,150,150,120,130,150,180,180,120,120,70,60,30,30,,,
,Chinatown,"6,600",200,210,210,250,270,450,520,490,520,500,510,570,450,450,370,270,160,210,,,
,Pearl's Hill,"7,980",280,250,260,320,400,520,490,500,560,620,730,730,540,610,440,350,190,210,,,
,People's Park,530,10,20,20,20,30,60,80,70,40,30,40,40,30,20,10,10,-,10,,,
Pasir Ris,Total,"127,540","7,230","10,870","14,130","10,850","6,510","6,840","8,680","11,270","15,340","12,290","8,500","5,530","2,880","2,310","1,660","1,290",790,580,,,
,Elias,"34,570","2,290","3,290","3,930","2,480","1,530","1,800","2,740","3,630","4,450","2,940","1,940","1,200",720,600,420,290,190,120,,,
,Loyang,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Loyang East,"11,830",610,840,"1,250","1,030",640,590,690,990,"1,350","1,210",970,600,330,240,180,140,90,90,,,
,Pasir Ris Drive,"59,510","3,200","4,910","6,540","5,500","3,220","3,300","3,970","4,840","6,880","5,910","4,060","2,750","1,310","1,080",780,610,370,300,,,
,Pasir Ris Park,"1,190",50,110,120,90,60,70,50,120,160,120,90,50,30,30,10,10,10,-,,,
,Pasir Ris Town,"20,410","1,070","1,710","2,290","1,740","1,050","1,080","1,220","1,700","2,500","2,110","1,450",930,490,360,280,230,120,70,,,
,Pasir Ris West,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Paya Lebar,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
