"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Guilin,"13,450",740,890,"1,000",970,900,930,"1,080","1,220","1,330","1,270","1,040",800,460,330,180,160,90,60,,,
,Hillview,"17,680",900,"1,360","1,680","1,520","1,040",900,950,"1,520","1,990","1,910","1,450","1,020",540,360,220,150,90,90,,,
,Hong Kah,"29,310","1,590","1,920","1,960","2,420","2,310","2,210","2,170","2,390","2,580","2,780","2,620","1,720",980,630,410,330,170,120,,,
Bukit Merah,Total,"153,010","7,380","6,630","6,920","7,630","7,560","11,780","13,530","12,540","11,610","11,750","11,930","11,530","9,150","8,040","5,930","4,400","2,600","2,100",,,
,Alexandra Hill,"15,880",760,760,800,910,890,"1,130","1,140","1,160","1,240","1,240","1,260","1,280",960,790,590,470,270,230,,,
,Alexandra North,700,50,40,60,40,20,50,90,80,110,60,40,20,20,10,10,10,-,10,,,
,Bukit Ho Swee,"15,730",560,580,650,750,840,"1,150","1,150","1,080","1,220","1,300","1,390","1,250",980,940,710,560,340,260,,,
,Bukit Merah,"1,310",60,70,90,70,80,80,110,120,110,100,110,100,90,50,30,30,20,10,,,
,Depot Road,"5,090",270,200,210,300,270,470,570,410,330,370,370,420,340,230,150,110,60,40,,,
,Everton Park,"9,580",480,390,360,410,470,750,"1,010",900,690,640,760,760,580,490,350,260,170,140,,,
,Henderson Hill,"15,630",620,680,710,780,770,"1,110","1,100","1,230","1,250","1,210","1,270","1,180","1,010",930,730,550,280,230,,,
,Kampong Tiong Bahru,"11,540",490,490,520,550,650,820,860,870,860,910,"1,000",940,740,690,480,320,200,170,,,
,Maritime Square,"1,870",130,120,90,100,70,130,190,250,220,160,140,100,80,40,20,20,10,20,,,
,Redhill,"10,210",610,450,490,480,420,980,"1,190",880,750,770,680,570,440,450,380,280,190,200,,,
,Singapore General Hospital,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Telok Blangah Drive,"16,250",800,760,790,870,810,"1,170","1,440","1,380","1,240","1,290","1,190","1,260","1,010",830,620,390,250,160,,,
,Telok Blangah Rise,"15,040",580,670,790,880,810,"1,220","1,160","1,200","1,020","1,140","1,240","1,350","1,010",780,490,350,210,150,,,
,Telok Blangah Way,"11,020",550,460,460,520,480,750,960,870,820,900,920,870,680,610,480,360,200,150,,,
,Tiong Bahru,"8,230",470,280,250,310,290,810,"1,070",690,590,540,570,560,480,430,310,250,170,170,,,
,Tiong Bahru Station,"14,880",960,700,660,670,680,"1,180","1,490","1,420","1,150","1,130","1,000",880,740,770,580,440,250,180,,,
Bukit Panjang,Total,"124,660","7,590","8,820","9,540","10,560","8,350","8,570","9,990","10,820","10,940","11,400","9,870","6,830","4,060","2,810","1,870","1,330",750,540,,,
,Bangkit,"24,930","1,110","1,490","1,800","2,250","1,830","1,710","1,680","1,810","2,230","2,480","2,100","1,480",980,760,510,370,190,150,,,
,Bukit Panjang,"34,100","1,860","2,350","2,730","2,940","2,280","2,250","2,440","2,890","3,150","3,230","2,780","1,960","1,180",800,560,340,230,140,,,
,Dairy Farm,"3,560",130,200,290,380,280,200,170,210,270,390,370,270,170,70,60,50,20,30,,,
,Fajar,"22,260","1,450","1,600","1,680","1,980","1,410","1,620","1,990","1,950","1,920","1,910","1,650","1,150",710,510,310,210,120,90,,,
,Nature Reserve,"3,000",160,200,260,270,190,180,170,250,320,310,280,180,90,60,50,30,20,20,,,
,Saujana,"21,390","1,360","1,590","1,810","1,790","1,590","1,570","1,560","1,900","1,780","2,010","1,770","1,140",550,360,230,210,110,90,,,
,Senja,"15,420","1,520","1,390",980,950,790,"1,040","1,980","1,820","1,280","1,080",930,650,380,260,160,120,70,30,,,
Bukit Timah,Total,"69,620","3,110","4,360","5,100","5,480","4,160","3,920","4,200","5,620","6,040","6,090","5,870","4,880","3,520","2,580","1,850","1,380",730,740,,,
,Anak Bukit,"21,930",860,"1,250","1,720","1,970","1,520","1,380","1,310","1,560","1,760","1,960","1,980","1,520","1,010",800,520,390,210,240,,,
,Coronation Road,"5,350",230,360,370,380,290,300,340,440,480,440,390,380,310,230,180,110,70,60,,,
,Farrer Court,"5,540",200,330,320,380,300,360,340,450,430,460,440,420,310,270,230,150,70,80,,,
,Hillcrest,"7,990",390,610,550,570,400,350,410,750,850,730,610,470,390,310,220,190,90,80,,,
,Holland Road,"7,740",400,550,630,580,400,380,470,690,710,720,640,510,340,270,180,140,90,70,,,
,Leedon Park,"5,610",270,280,350,390,320,330,420,460,500,470,510,420,360,180,110,120,60,70,,,
,Swiss Club,"4,970",240,340,380,370,280,250,260,430,450,440,390,330,220,160,150,140,70,60,,,
,Ulu Pandan,"10,490",530,630,770,850,640,590,650,840,870,870,900,830,570,370,260,150,80,80,,,
Central Water Catchment,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Water Catchment,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Changi,Total,"1,660",140,150,130,110,70,100,180,180,160,130,100,70,40,40,30,20,20,10,,,
,Changi Airport,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Point,520,10,20,30,30,20,20,40,50,60,50,60,40,20,20,20,10,10,10,,,
,Changi West,"1,140",130,130,90,70,50,80,140,130,100,80,40,30,20,20,10,10,10,10,,,
Changi Bay,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Bay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Choa Chu Kang,Total,"168,510","9,910","13,050","16,310","13,860","10,390","11,170","12,360","15,370","17,690","15,610","11,750","7,990","4,460","3,190","2,250","1,660",920,600,,,
,Central,"19,770",920,"1,410","1,990","1,820","1,260","1,240","1,330","1,590","2,210","1,990","1,390",990,560,430,270,180,120,70,,,
,Keat Hong,"16,200",800,"1,210","1,750","1,500",990,"1,020","1,080","1,310","1,770","1,570","1,160",790,420,280,210,160,100,80,,,
,Kranji North,"15,360",810,"1,410","1,870","1,340",850,870,880,"1,360","1,960","1,500","1,060",600,290,200,150,120,60,40,,,
,Pang Sua,"16,960","1,010","1,710","2,130","1,390",830,740,870,"1,810","2,230","1,650",990,580,300,250,190,160,80,40,,,
,Peng Siang,"30,630","1,720","2,300","2,890","2,480","2,080","2,190","2,210","2,720","3,010","2,830","2,240","1,590",850,480,420,300,200,150,,,
,Teck Whye,"26,210","1,180","1,590","2,130","2,410","1,860","1,840","1,650","1,950","2,420","2,470","2,080","1,630","1,020",790,520,390,190,100,,,
,Yew Tee,"43,390","3,470","3,420","3,540","2,930","2,530","3,280","4,340","4,640","4,080","3,600","2,820","1,810","1,010",760,500,350,180,120,,,
Clementi,Total,"88,150","4,040","4,520","4,550","4,850","4,950","7,400","7,310","7,270","7,270","6,910","7,070","7,100","5,210","3,750","2,520","1,710",960,760,,,
,Clementi Central,"12,780",600,600,600,610,660,"1,150","1,200","1,110",970,970,"1,020","1,030",730,570,420,280,140,120,,,
,Clementi North,"23,770",960,"1,080","1,040","1,090","1,220","2,100","2,120","1,950","1,930","1,750","1,860","2,070","1,580","1,140",770,550,340,240,,,
,Clementi West,"17,260",880,"1,000",920,"1,000","1,000","1,450","1,460","1,480","1,520","1,380","1,460","1,300",890,630,400,260,130,110,,,
,Clementi Woods,"19,940",920,940,"1,010","1,080","1,120","1,670","1,630","1,540","1,610","1,620","1,550","1,590","1,260",910,640,420,250,190,,,
,Faber,"4,370",200,370,350,340,240,240,250,420,440,410,310,270,180,140,90,50,30,30,,,
,Pandan,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sunset Way,"6,730",350,390,420,480,430,480,430,530,560,500,590,550,390,260,160,110,50,50,,,
,Toh Tuck,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,West Coast,"3,270",140,150,210,250,280,320,220,240,230,270,280,280,180,90,50,30,20,20,,,
Downtown Core,Total,"3,450",160,150,150,160,130,240,320,310,300,250,260,270,230,190,120,100,70,60,,,
,Anson,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bayfront Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bugis,"2,700",100,100,110,140,110,180,230,220,210,190,210,230,200,170,110,100,60,50,,,
,Cecil,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Subzone,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,City Hall,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Clifford Pier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina Centre,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Phillip,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Raffles Place,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,380,20,20,10,10,20,30,50,50,40,30,30,20,20,10,10,-,-,10,,,
Geylang,Total,"118,390","5,310","5,940","7,040","7,850","7,230","8,840","9,080","9,130","9,240","10,290","9,920","8,170","6,000","4,950","3,730","2,840","1,680","1,170",,,
,Aljunied,"44,020","1,940","2,110","2,600","2,640","2,480","3,310","3,670","3,700","3,450","3,850","3,610","3,070","2,220","1,840","1,360","1,060",630,490,,,
,Geylang East,"31,600","1,470","1,580","1,830","2,130","1,980","2,530","2,440","2,340","2,280","2,540","2,680","2,330","1,760","1,270",960,730,440,320,,,
,Kallang Way,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Ubi,"13,700",640,780,970,"1,280","1,180","1,100",960,970,"1,060","1,330","1,240",860,540,320,200,140,80,50,,,
,Macpherson,"29,020","1,260","1,460","1,650","1,800","1,600","1,890","2,000","2,120","2,440","2,570","2,390","1,910","1,470","1,520","1,210",910,520,310,,,
Hougang,Total,"213,620","9,520","12,390","15,830","17,140","14,590","14,850","14,640","16,160","18,370","20,340","18,640","14,090","9,090","6,660","4,600","3,340","1,900","1,470",,,
,Defu Industrial Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hougang Central,"50,010","2,190","2,920","3,730","4,190","3,280","3,390","3,280","3,810","4,460","4,870","4,410","3,200","2,100","1,580","1,050",760,490,310,,,
,Lorong Ah Soo,"34,890","1,370","1,850","2,130","2,370","2,360","2,620","2,450","2,580","2,780","3,020","3,080","2,580","1,890","1,420",970,730,380,300,,,
,Rosyth,"22,360",830,"1,170","1,610","2,130","1,650","1,430","1,320","1,490","1,710","2,120","2,160","1,620","1,010",750,490,400,250,240,,,
,Sungei Serangoon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tai Keng,"12,730",530,760,940,980,860,940,850,940,"1,020","1,100","1,070",900,540,440,350,250,140,130,,,
,Trafalgar,"93,610","4,600","5,690","7,430","7,470","6,440","6,470","6,750","7,330","8,390","9,240","7,910","5,800","3,550","2,460","1,730","1,210",630,500,,,
Jurong East,Total,"86,800","4,170","4,900","5,540","6,260","6,190","7,220","6,810","6,940","6,960","7,180","7,440","6,390","3,990","2,660","1,760","1,200",690,500,,,
,Boon Lay,"19,820",900,"1,110","1,320","1,530","1,420","1,560","1,500","1,540","1,560","1,700","1,760","1,480",850,600,420,280,160,140,,,
,International Business Park,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Lake,"1,140",40,40,50,70,100,110,90,90,80,90,100,100,50,60,30,20,10,10,,,
,Jurong Port,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Regional Centre,"2,500",110,130,110,170,190,230,190,210,190,190,230,190,100,110,70,40,30,10,,,
,Jurong River,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Penjuru Crescent,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Teban Gardens,"18,690",910,990,"1,050","1,270","1,270","1,650","1,540","1,360","1,440","1,370","1,480","1,630","1,130",660,430,260,150,110,,,
,Toh Guan,"15,130",850,"1,010","1,180","1,230","1,130","1,170","1,140","1,410","1,320","1,450","1,300",840,410,230,170,140,90,60,,,
,Yuhua,"29,480","1,360","1,610","1,820","1,980","2,090","2,510","2,350","2,340","2,370","2,370","2,570","2,150","1,450","1,000",630,460,250,180,,,
Jurong West,Total,"253,160","15,630","17,080","18,550","18,700","16,580","21,760","23,110","22,700","22,190","20,520","18,910","14,910","8,800","5,580","3,550","2,350","1,290",950,,,
,Boon Lay,"21,850","1,150","1,280","1,460","1,460","1,250","1,730","1,800","1,990","2,010","1,860","1,670","1,490","1,010",720,430,300,120,110,,,
,Central,"64,170","5,370","4,540","3,820","4,030","4,130","6,530","7,760","6,490","4,940","4,640","4,420","3,210","1,760",980,690,430,260,180,,,
,Chin Bee,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hong Kah,"57,440","2,750","3,580","3,800","4,250","4,250","4,650","4,510","4,740","4,780","4,700","4,900","4,100","2,530","1,650",980,670,350,250,,,
,Kian Teck,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Safti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Taman Jurong,"30,990","1,640","2,130","2,480","2,350","2,010","2,280","2,260","2,800","2,920","2,690","2,370","1,840","1,120",770,560,420,200,160,,,
,Wenya,"7,640",880,490,300,340,470,"1,030","1,140",740,470,420,450,350,210,130,80,60,40,60,,,
,Yunnan,"71,030","3,840","5,060","6,690","6,270","4,480","5,530","5,640","5,930","7,050","6,210","5,100","3,920","2,190","1,330",810,470,320,200,,,
Kallang,Total,"94,630","4,290","4,430","4,800","5,000","4,930","6,360","7,640","8,080","7,590","7,840","7,700","7,010","5,270","4,720","3,520","2,660","1,500","1,320",,,
,Bendemeer,"29,080","1,220","1,280","1,490","1,680","1,700","2,080","2,350","2,360","2,190","2,380","2,490","2,280","1,560","1,370",980,750,440,470,,,
,Boon Keng,"10,100",430,490,520,530,530,730,820,840,830,870,800,740,540,480,380,300,180,120,,,
,Crawford,"9,780",360,340,360,390,420,560,640,670,630,790,810,860,710,730,610,460,240,220,,,
,Geylang Bahru,"13,510",580,690,720,710,690,890,"1,030","1,180","1,150","1,160","1,080",880,750,700,540,410,220,150,,,
,Kallang Bahru,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Bugis,820,30,30,40,60,70,70,60,40,50,70,90,90,50,30,20,10,-,10,,,
,Kampong Java,"11,720",570,610,660,600,560,810,"1,050","1,090",950,900,850,860,700,530,380,280,160,170,,,
,Lavender,"9,060",450,340,380,480,470,610,820,790,670,740,700,700,530,510,370,250,140,100,,,
,Tanjong Rhu,"10,530",640,640,630,550,490,610,870,"1,120","1,120",930,880,610,440,370,250,190,110,80,,,
Lim Chu Kang,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Lim Chu Kang,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Mandai,Total,"1,460",70,100,120,120,90,90,90,130,150,150,110,70,60,50,40,20,10,10,,,
,Subzone 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"1,460",70,100,120,120,90,90,90,130,150,150,110,70,60,50,40,20,10,10,,,
Marina East,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina South,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marine Parade,Total,"44,870","2,010","2,500","2,590","2,800","2,340","2,670","3,210","3,880","3,750","3,700","3,450","3,120","2,520","2,100","1,750","1,230",700,560,,,
,East Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Katong,"9,190",420,580,630,650,450,510,620,830,810,810,720,610,440,320,290,220,150,120,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marine Parade,"26,650","1,170","1,390","1,410","1,460","1,300","1,610","1,980","2,270","2,190","2,110","1,990","1,820","1,580","1,500","1,230",840,470,340,,,
,Mountbatten,"9,030",410,530,550,690,590,540,610,770,740,780,750,690,500,280,230,170,90,110,,,
Museum,Total,250,20,10,10,10,-,10,40,30,30,10,20,10,20,10,10,10,10,-,,,
,Bras Basah,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Dhoby Ghaut,100,10,10,10,10,-,10,20,20,10,10,-,-,10,-,-,-,-,-,,,
,Fort Canning,140,10,10,10,10,-,10,20,10,20,10,10,10,10,-,-,10,-,-,,,
Newton,Total,"5,980",300,370,370,360,270,330,420,590,620,530,450,460,320,210,150,130,70,60,,,
,Cairnhill,"2,770",150,170,160,160,130,150,190,280,270,230,190,210,150,110,90,80,30,30,,,
,Goodwood Park,640,40,50,50,40,20,30,40,70,80,60,50,40,30,20,10,10,10,10,,,
,Istana Negara,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Monk's Hill,"1,160",50,80,80,50,60,80,90,130,140,100,80,60,60,50,20,20,20,10,,,
,Newton Circus,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Orange Grove,"1,280",50,70,70,100,60,70,80,100,110,130,130,140,80,40,30,20,10,10,,,
North Eastern Islands,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,North Eastern Islands,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Novena,Total,"45,060","2,250","2,430","2,610","2,650","2,320","3,000","3,670","3,930","3,920","3,840","3,480","2,940","2,270","1,880","1,390","1,150",640,700,,,
,Balestier,"32,080","1,610","1,540","1,730","1,820","1,680","2,320","2,770","2,790","2,670","2,600","2,450","2,070","1,680","1,440","1,040",870,470,520,,,
,Dunearn,"3,800",150,270,300,280,190,170,180,280,350,370,300,280,190,160,120,100,50,60,,,
,Malcolm,"2,620",130,160,180,180,130,130,180,210,230,260,230,180,130,80,70,60,50,40,,,
,Moulmein,"5,980",340,420,370,330,280,340,510,620,610,550,440,370,230,170,150,100,70,70,,,
,Mount Pleasant,590,20,30,30,50,40,40,30,30,60,60,60,40,40,30,10,10,-,20,,,
Orchard,Total,710,30,30,30,30,30,40,70,60,60,70,80,50,60,30,20,10,10,10,,,
,Boulevard,260,10,-,10,10,10,20,30,20,20,20,30,20,20,10,10,10,-,10,,,
,Somerset,140,10,10,-,-,-,10,20,20,10,10,10,10,10,-,10,-,-,-,,,
,Tanglin,320,10,10,20,20,20,20,30,20,30,40,30,20,20,10,10,-,10,-,,,
Outram,Total,"16,980",560,510,560,680,800,"1,190","1,220","1,190","1,210","1,310","1,430","1,480","1,220","1,170",910,710,400,440,,,
,China Square,"1,840",50,50,80,80,90,140,150,130,140,140,160,180,140,120,80,50,40,30,,,
,Chinatown,"6,630",210,200,220,240,290,440,500,510,530,490,510,550,470,450,380,280,170,200,,,
,Pearl's Hill,"7,990",300,250,250,340,380,550,500,490,510,640,720,710,580,580,440,370,190,210,,,
,People's Park,520,10,20,20,30,40,60,70,60,40,30,40,40,30,20,20,10,10,-,,,
Pasir Ris,Total,"129,800","6,940","10,080","13,800","12,000","7,040","7,170","8,360","10,740","14,910","13,050","9,360","5,980","3,400","2,360","1,750","1,390",820,660,,,
,Elias,"35,300","2,210","3,110","3,920","2,840","1,660","1,860","2,580","3,490","4,470","3,210","2,150","1,310",800,610,450,330,190,120,,,
,Loyang,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Loyang East,"12,370",620,810,"1,170","1,160",700,630,750,940,"1,260","1,300","1,060",690,390,260,190,170,150,140,,,
,Pasir Ris Drive,"60,390","3,070","4,530","6,350","6,000","3,510","3,490","3,810","4,630","6,560","6,230","4,460","2,940","1,600","1,100",810,650,350,310,,,
,Pasir Ris Park,"1,200",60,90,130,100,60,50,70,120,170,120,90,50,30,30,20,10,10,-,,,
,Pasir Ris Town,"20,490","1,000","1,540","2,230","1,900","1,110","1,130","1,150","1,560","2,440","2,180","1,590",990,580,350,290,220,130,80,,,
,Pasir Ris West,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Paya Lebar,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
