"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2003",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Shipyard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tukang,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Bukit Batok,Total,"130,100","8,870","10,000","10,650","9,620","8,500","9,560","11,220","12,740","13,210","12,110","8,660","5,060","3,440","2,370","1,880","1,070",660,510,,,
,Brickworks,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukit Batok Central,"24,360","1,590","1,650","1,890","1,790","1,670","1,930","2,330","2,270","2,290","2,280","1,610",980,720,470,390,230,150,120,,,
,Bukit Batok East,"15,190",990,"1,030","1,070","1,220","1,090","1,240","1,290","1,360","1,480","1,480","1,070",660,440,300,210,130,70,70,,,
,Bukit Batok South,"13,900","1,000","1,440","1,320","1,030",830,820,"1,190","1,520","1,570","1,320",760,390,220,170,150,90,50,30,,,
,Bukit Batok West,"15,570","1,070","1,150","1,140","1,120","1,090","1,230","1,390","1,420","1,520","1,460","1,120",600,420,320,240,160,80,80,,,
,Gombak,"1,210",50,90,110,110,90,90,70,90,110,110,110,60,40,20,30,10,10,10,,,
,Guilin,"12,050",870,950,930,820,730,920,"1,060","1,290","1,240","1,020",790,470,350,220,190,100,60,50,,,
,Hillview,"20,170","1,340","1,740","1,720","1,250","1,180","1,250","1,540","2,190","2,210","1,840","1,440",870,590,420,290,140,90,60,,,
,Hong Kah,"27,660","1,960","1,940","2,470","2,270","1,840","2,080","2,360","2,600","2,790","2,600","1,750","1,030",670,450,390,220,150,100,,,
Bukit Merah,Total,"140,870","6,050","6,410","7,270","6,870","8,690","11,210","11,240","10,890","11,480","11,870","11,620","9,330","8,450","6,710","5,460","3,510","2,220","1,620",,,
,Alexandra Hill,"15,060",690,750,860,850,970,"1,170","1,150","1,190","1,290","1,250","1,250",960,810,660,570,330,200,130,,,
,Alexandra North,390,50,40,20,10,-,30,40,80,50,30,10,10,10,10,-,-,-,-,,,
,Bukit Ho Swee,"17,400",660,720,790,830,"1,010","1,320","1,250","1,370","1,470","1,520","1,400","1,110","1,110",930,800,530,330,260,,,
,Bukit Merah,"1,290",60,70,70,80,90,110,120,100,110,100,110,90,60,40,30,20,10,10,,,
,Depot Road,"4,880",190,230,310,290,340,410,350,360,400,410,470,370,260,180,140,90,50,30,,,
,Everton Park,"9,080",380,360,410,430,570,830,810,690,640,800,780,630,520,400,320,230,160,110,,,
,Henderson Hill,"15,570",710,680,730,710,930,"1,110","1,270","1,240","1,250","1,280","1,180","1,030","1,010",850,710,400,280,190,,,
,Kampong Tiong Bahru,"11,040",450,490,530,580,710,860,890,850,850,970,920,760,710,520,380,250,180,140,,,
,Maritime Square,820,50,40,60,50,50,70,60,80,70,80,60,60,30,20,20,10,10,10,,,
,Redhill,"7,250",340,400,420,300,360,450,570,610,670,610,480,390,410,400,350,230,160,110,,,
,Singapore General Hospital,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Telok Blangah Drive,"15,930",730,780,890,800,"1,020","1,380","1,300","1,260","1,270","1,300","1,340","1,080",920,710,510,340,180,130,,,
,Telok Blangah Rise,"15,320",650,780,940,810,"1,100","1,330","1,250","1,060","1,140","1,290","1,460","1,090",860,580,440,280,160,110,,,
,Telok Blangah Way,"9,800",430,410,480,430,560,740,770,720,840,830,820,660,620,530,440,270,140,120,,,
,Tiong Bahru,"6,860",240,230,250,270,400,570,510,490,540,580,590,480,460,360,320,230,180,160,,,
,Tiong Bahru Station,"10,130",420,450,510,440,580,790,890,780,890,840,740,610,670,520,430,290,180,110,,,
Bukit Panjang,Total,"114,230","8,740","9,250","10,340","7,860","6,990","8,760","10,630","10,970","11,500","9,850","6,750","4,080","2,950","2,030","1,590",950,570,430,,,
,Bangkit,"24,870","1,570","1,830","2,310","1,760","1,640","1,860","1,980","2,320","2,560","2,140","1,520","1,010",850,570,460,250,170,100,,,
,Bukit Panjang,"32,230","2,360","2,670","2,940","2,190","1,960","2,310","2,910","3,130","3,330","2,830","1,990","1,220",840,600,420,270,140,140,,,
,Dairy Farm,"3,320",160,270,350,270,220,180,170,280,360,380,260,160,90,70,60,20,30,20,,,
,Fajar,"20,330","1,580","1,620","1,930","1,320","1,230","1,850","1,930","1,950","1,940","1,650","1,140",720,540,350,260,160,90,80,,,
,Nature Reserve,"2,490",150,230,270,160,120,140,170,310,300,240,160,90,50,50,30,20,10,10,,,
,Saujana,"20,010","1,680","1,830","1,800","1,520","1,280","1,250","1,920","1,910","2,110","1,800","1,140",570,370,250,260,150,110,70,,,
,Senja,"10,980","1,240",800,750,640,550,"1,180","1,550","1,090",910,810,540,320,220,160,100,80,30,30,,,
Bukit Timah,Total,"64,150","2,950","4,670","5,560","4,290","3,980","4,060","4,290","5,200","5,860","6,120","5,150","3,760","2,780","2,010","1,520",890,600,470,,,
,Anak Bukit,"21,170",950,"1,670","2,070","1,510","1,430","1,400","1,350","1,690","2,040","2,050","1,660","1,040",830,540,420,250,140,130,,,
,Coronation Road,"4,920",220,350,400,320,300,320,320,390,440,410,390,330,250,200,130,80,40,50,,,
,Farrer Court,"6,020",250,360,460,330,370,390,450,460,540,530,480,380,320,270,180,110,90,50,,,
,Hillcrest,"7,040",390,500,550,430,350,400,540,650,660,670,470,410,330,240,210,120,70,60,,,
,Holland Road,"6,200",310,520,490,410,370,330,440,530,570,620,500,340,280,190,130,100,70,50,,,
,Leedon Park,"5,570",250,350,410,380,340,420,390,470,460,550,470,430,220,130,130,70,50,40,,,
,Swiss Club,"3,990",190,260,330,260,220,250,240,330,350,360,330,240,150,170,140,80,60,40,,,
,Ulu Pandan,"9,240",380,650,860,660,600,550,560,690,790,950,870,590,400,280,170,90,80,60,,,
Central Water Catchment,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Water Catchment,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Changi,Total,"1,380",140,120,100,70,80,130,140,150,130,90,70,50,40,30,20,20,10,10,,,
,Changi Airport,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Point,430,20,20,30,20,30,40,30,40,40,40,30,30,20,20,10,10,10,10,,,
,Changi West,950,110,100,70,50,40,90,110,110,90,50,40,20,20,10,10,10,-,10,,,
Changi Bay,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Bay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Choa Chu Kang,Total,"155,180","12,840","16,430","13,680","9,680","8,760","10,330","15,140","18,210","15,900","11,990","8,070","4,520","3,200","2,400","1,880","1,100",600,450,,,
,Central,"17,700","1,160","1,820","1,750","1,140","1,040","1,240","1,370","2,070","1,900","1,410","1,020",570,430,280,220,150,70,50,,,
,Keat Hong,"15,620","1,210","1,810","1,550",920,850,990,"1,380","1,930","1,650","1,230",790,450,280,230,160,90,60,40,,,
,Kranji North,"14,760","1,380","2,020","1,340",790,720,780,"1,420","2,130","1,580","1,060",610,300,220,160,130,80,50,30,,,
,Pang Sua,"16,080","1,750","2,170","1,330",800,600,790,"1,890","2,410","1,660","1,030",590,290,250,200,160,90,50,40,,,
,Peng Siang,"29,390","2,380","3,050","2,540","1,960","1,780","1,900","2,890","3,250","3,040","2,310","1,660",920,500,460,320,230,120,90,,,
,Teck Whye,"25,780","1,660","2,150","2,390","1,820","1,740","1,860","2,020","2,430","2,500","2,150","1,670","1,070",830,580,460,240,120,100,,,
,Yew Tee,"35,850","3,300","3,410","2,780","2,240","2,030","2,780","4,180","4,000","3,570","2,800","1,740",930,690,510,430,230,140,90,,,
Clementi,Total,"85,810","4,390","4,420","4,880","4,660","6,460","7,870","7,140","7,050","6,970","7,310","7,510","5,650","4,140","2,890","1,990","1,200",730,570,,,
,Clementi Central,"11,900",570,570,590,600,920,"1,150","1,070",920,930,990,"1,050",770,640,470,330,180,100,70,,,
,Clementi North,"24,460","1,160","1,080","1,170","1,150","1,790","2,410","2,140","2,060","1,950","2,010","2,200","1,760","1,270",910,630,380,210,170,,,
,Clementi West,"16,380","1,050",950,990,900,"1,280","1,460","1,360","1,430","1,380","1,450","1,360",920,690,440,320,190,120,90,,,
,Clementi Woods,"19,530",960,960,"1,040","1,060","1,400","1,730","1,600","1,580","1,590","1,610","1,670","1,370","1,010",740,510,320,200,160,,,
,Faber,"3,760",220,290,300,230,220,280,300,390,360,330,290,210,140,90,50,30,30,20,,,
,Pandan,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sunset Way,"6,350",320,390,510,430,460,470,450,490,510,590,580,410,280,170,110,70,50,40,,,
,Toh Tuck,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,West Coast,"3,420",90,170,280,290,390,370,210,170,250,330,350,220,110,60,40,30,20,20,,,
Downtown Core,Total,"3,350",120,140,160,130,200,280,320,290,260,250,290,240,210,150,130,100,50,50,,,
,Anson,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bayfront Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bugis,"2,880",100,110,130,110,180,230,260,230,220,220,260,210,190,140,120,90,50,40,,,
,Cecil,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,City Hall,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Clifford Pier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina Centre,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Phillip,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Raffles Place,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,230,10,10,10,10,10,30,20,20,30,20,20,20,10,10,10,-,-,-,,,
Geylang,Total,"112,280","5,480","6,570","7,610","6,910","7,430","8,460","8,410","8,820","10,200","10,060","8,410","6,190","5,470","4,330","3,520","2,230","1,220",980,,,
,Aljunied,"42,610","2,010","2,450","2,690","2,380","2,730","3,380","3,450","3,430","3,930","3,740","3,270","2,370","2,110","1,630","1,310",830,490,420,,,
,Geylang East,"28,760","1,330","1,620","1,980","1,840","2,100","2,160","1,960","2,030","2,480","2,670","2,340","1,780","1,360","1,100",910,560,330,230,,,
,Kallang Way,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Ubi,"13,170",740,950,"1,290","1,180","1,000",950,900,"1,030","1,340","1,320",920,580,370,220,180,120,50,50,,,
,Macpherson,"27,690","1,410","1,550","1,650","1,500","1,600","1,980","2,110","2,330","2,440","2,330","1,890","1,460","1,630","1,380","1,120",720,340,270,,,
Hougang,Total,"204,330","11,580","15,550","17,420","14,410","13,530","13,750","15,390","18,140","20,580","19,060","14,450","9,450","7,080","5,130","3,920","2,370","1,400","1,130",,,
,Defu Industrial Park,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hougang Central,"48,270","2,730","3,580","4,110","3,230","3,130","3,270","3,730","4,360","4,920","4,510","3,340","2,220","1,740","1,230",930,640,340,280,,,
,Lorong Ah Soo,"34,910","1,810","2,100","2,460","2,330","2,500","2,630","2,650","2,760","3,080","3,230","2,740","2,050","1,540","1,110",890,480,310,250,,,
,Rosyth,"20,550",880,"1,430","2,090","1,610","1,350","1,290","1,130","1,440","2,050","2,280","1,660","1,040",780,510,430,290,170,140,,,
,Sungei Serangoon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tai Keng,"12,240",620,910,"1,000",850,850,830,870,"1,000","1,110","1,130",940,580,480,390,310,150,110,120,,,
,Trafalgar,"88,320","5,550","7,530","7,760","6,380","5,700","5,730","7,010","8,580","9,420","7,910","5,770","3,570","2,540","1,890","1,370",810,470,350,,,
Jurong East,Total,"86,230","4,920","5,640","6,480","6,140","6,630","7,080","7,120","7,320","7,490","7,910","6,780","4,340","3,020","2,050","1,500",870,560,400,,,
,Boon Lay,"19,850","1,130","1,340","1,540","1,430","1,450","1,610","1,570","1,670","1,790","1,860","1,600",920,690,460,350,200,150,110,,,
,International Business Park,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Lake,"1,060",30,40,60,80,110,120,90,70,80,100,110,60,60,40,20,10,-,-,,,
,Jurong Port,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Regional Centre,"2,520",130,120,170,170,200,240,240,200,200,230,190,120,130,80,40,40,20,10,,,
,Jurong River,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Penjuru Crescent,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Teban Gardens,"18,480","1,010","1,060","1,290","1,230","1,510","1,630","1,460","1,470","1,370","1,520","1,690","1,210",760,510,350,200,110,80,,,
,Toh Guan,"14,910","1,030","1,260","1,390","1,190","1,040",930,"1,330","1,440","1,570","1,470",920,470,260,220,180,110,70,40,,,
,Yuhua,"29,400","1,590","1,820","2,030","2,040","2,320","2,550","2,440","2,470","2,480","2,720","2,270","1,560","1,130",740,560,330,210,160,,,
Jurong West,Total,"226,070","16,340","17,880","18,160","15,100","16,220","19,680","21,450","21,850","20,310","18,860","15,060","9,130","5,940","3,910","2,820","1,660",950,750,,,
,Boon Lay,"25,280","1,570","1,730","1,770","1,410","1,840","2,220","2,460","2,450","2,180","1,970","1,810","1,330","1,000",610,470,220,150,90,,,
,Central,"48,990","4,360","3,380","3,540","3,440","3,410","5,010","5,570","4,380","4,340","4,210","3,010","1,620",900,720,480,330,180,140,,,
,Chin Bee,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hong Kah,"55,400","3,430","3,660","4,290","4,100","4,260","4,810","4,760","4,790","4,730","5,010","4,260","2,680","1,780","1,110",790,440,250,240,,,
,Kian Teck,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Safti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Taman Jurong,"28,060","1,970","2,390","2,190","1,840","1,930","2,000","2,550","2,830","2,590","2,360","1,830","1,150",830,600,480,260,160,90,,,
,Wenya,"3,710",310,170,200,240,350,570,390,290,260,280,250,130,90,70,40,20,30,40,,,
,Yunnan,"64,590","4,700","6,560","6,160","4,080","4,420","5,070","5,710","7,120","6,220","5,020","3,900","2,210","1,330",810,560,390,200,140,,,
Kallang,Total,"86,480","4,090","4,490","4,870","4,460","5,140","6,450","6,970","6,940","7,490","7,550","6,800","5,210","4,780","3,810","3,240","1,950","1,230","1,000",,,
,Bendemeer,"27,770","1,250","1,450","1,690","1,610","1,810","2,110","2,190","2,120","2,400","2,550","2,310","1,650","1,410","1,080",920,560,370,290,,,
,Boon Keng,"9,490",480,490,500,470,600,780,800,810,850,780,690,520,480,410,360,230,130,100,,,
,Crawford,"9,150",320,340,380,370,470,660,660,570,670,720,740,640,730,640,550,310,200,200,,,
,Geylang Bahru,"13,190",750,740,710,660,730,"1,000","1,170","1,160","1,180","1,060",900,750,710,600,510,280,170,120,,,
,Kallang Bahru,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Bugis,860,30,40,60,60,70,70,50,50,80,100,90,50,30,20,10,10,10,10,,,
,Kampong Java,"10,360",490,580,590,500,590,770,830,850,880,870,850,690,560,430,350,220,180,140,,,
,Lavender,"7,140",270,280,370,350,420,540,510,480,590,610,630,500,500,370,320,210,110,90,,,
,Tanjong Rhu,"8,500",490,560,570,450,440,530,760,900,840,860,590,410,360,260,220,130,80,60,,,
Lim Chu Kang,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Lim Chu Kang,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Mandai,Total,"1,430",100,110,120,90,90,90,130,140,160,110,100,80,40,30,20,10,10,10,,,
,Subzone 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"1,430",100,110,120,90,90,90,130,140,160,110,100,80,40,30,20,10,10,10,,,
Marina East,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina South,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marine Parade,Total,"43,240","1,980","2,470","2,810","2,390","2,490","3,070","3,390","3,440","3,770","3,730","3,310","2,730","2,330","1,910","1,480",910,600,410,,,
,East Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Katong,"7,420",330,510,570,440,450,470,500,600,680,700,570,450,280,300,250,160,100,80,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marine Parade,"27,040","1,200","1,420","1,550","1,330","1,500","2,010","2,270","2,130","2,290","2,220","1,980","1,750","1,730","1,360","1,030",630,390,260,,,
,Mountbatten,"8,770",450,550,690,630,550,590,630,710,790,800,760,530,330,260,200,120,110,70,,,
Museum,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bras Basah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Dhoby Ghaut,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Fort Canning,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Newton,Total,"6,210",290,390,390,320,320,450,510,590,590,590,540,390,250,200,170,90,70,50,,,
,Cairnhill,"3,230",150,190,200,160,180,240,250,300,300,270,290,220,150,120,100,50,40,30,,,
,Goodwood Park,540,30,40,40,40,20,30,60,50,50,60,50,30,10,10,10,-,-,-,,,
,Istana Negara,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Monk's Hill,"1,100",50,70,60,50,60,100,110,120,100,110,70,60,50,30,30,20,10,10,,,
,Newton Circus,130,-,10,10,10,-,10,10,20,10,10,20,10,-,-,-,-,-,-,,,
,Orange Grove,"1,150",60,80,80,70,60,70,70,90,120,130,110,80,50,30,30,10,10,10,,,
North Eastern Islands,Total,100,10,-,-,-,10,10,10,10,10,10,-,10,10,-,10,10,-,-,,,
,North Eastern Islands,100,10,-,-,-,10,10,10,10,10,10,-,10,10,-,10,10,-,-,,,
Novena,Total,"40,420","1,840","2,450","2,650","2,170","2,380","2,900","3,110","3,440","3,810","3,630","3,050","2,360","1,960","1,530","1,320",810,550,490,,,
,Balestier,"29,240","1,340","1,690","1,820","1,460","1,740","2,260","2,370","2,480","2,710","2,520","2,110","1,700","1,520","1,160","1,000",600,390,370,,,
,Dunearn,"3,330",150,240,260,210,180,170,210,280,320,300,280,200,150,140,110,60,50,40,,,
,Malcolm,"2,250",80,160,180,150,120,120,110,170,230,250,190,140,80,80,70,50,40,30,,,
,Moulmein,"5,030",260,330,340,310,290,310,400,470,490,500,410,290,180,140,120,90,60,40,,,
,Mount Pleasant,570,20,30,50,40,40,30,30,40,60,60,40,40,30,20,20,10,10,10,,,
Orchard,Total,570,20,30,20,20,40,40,40,40,50,80,40,50,20,20,20,10,10,10,,,
,Boulevard,270,10,10,10,10,20,20,20,10,20,50,20,20,10,10,10,10,10,-,,,
,Somerset,100,-,10,-,-,10,10,10,10,10,20,10,10,-,-,-,-,-,-,,,
,Tanglin,200,10,10,10,10,10,10,10,20,20,20,10,20,10,-,10,-,-,10,,,
Outram,Total,"16,240",520,540,610,650,910,"1,220","1,110","1,140","1,180","1,330","1,410","1,170","1,220","1,010",870,540,380,440,,,
,China Square,"2,060",60,90,80,100,140,180,160,160,170,170,190,150,140,90,70,40,40,20,,,
,Chinatown,"6,850",230,230,260,270,380,530,520,510,460,510,550,490,500,430,360,250,160,210,,,
,Pearl's Hill,"6,920",220,220,250,270,350,460,400,440,530,610,620,500,560,470,430,240,170,200,,,
,People's Park,410,10,10,20,20,40,50,30,30,20,40,40,40,20,20,10,10,10,-,,,
Pasir Ris,Total,"120,950","9,920","14,020","12,100","6,760","5,800","6,610","10,160","15,540","13,520","9,450","6,040","3,390","2,410","1,840","1,470",940,580,420,,,
,Elias,"31,390","3,000","3,980","2,790","1,520","1,290","1,790","3,180","4,640","3,250","2,120","1,250",740,600,470,350,220,130,70,,,
,Loyang,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Loyang East,"9,750",590,970,"1,060",640,550,450,610,"1,070","1,190",970,630,350,220,140,110,90,60,50,,,
,Pasir Ris Drive,"58,410","4,650","6,560","6,100","3,420","2,940","3,350","4,730","6,990","6,580","4,580","3,030","1,670","1,180",890,750,470,280,240,,,
,Pasir Ris Park,"1,010",80,120,100,60,50,40,60,130,130,100,60,30,20,10,10,10,-,-,,,
,Pasir Ris Town,"20,380","1,600","2,400","2,040","1,110",970,990,"1,590","2,700","2,370","1,680","1,070",600,390,330,250,160,100,60,,,
,Pasir Ris West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Paya Lebar,Total,120,-,-,-,-,10,30,30,10,10,10,10,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
