"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2016",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Brickworks,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukit Batok Central,"25,720",980,"1,240","1,390","1,540","1,630","2,120","1,830","1,760","1,950","2,020","2,050","2,190","1,940","1,350",650,510,320,250,,,
,Bukit Batok East,"14,270",440,610,700,810,920,"1,160","1,050","1,000","1,090","1,070","1,170","1,360","1,190",790,340,280,170,120,,,
,Bukit Batok South,"13,740",490,610,780,"1,080","1,200","1,130",940,880,940,"1,140","1,290","1,250",940,500,210,180,100,80,,,
,Bukit Batok West,"14,940",540,730,810,930,980,"1,100","1,080","1,070","1,130","1,150","1,220","1,300","1,160",790,360,260,180,140,,,
,Gombak,"9,920",550,640,510,550,570,600,780,980,860,670,700,680,610,490,290,210,140,110,,,
,Guilin,"13,310",530,640,740,860,860,970,890,"1,000","1,150","1,180","1,180","1,020",840,600,320,250,150,140,,,
,Hillview,"18,290",630,790,"1,140","1,510","1,550","1,190",880,990,"1,410","1,720","1,910","1,560","1,190",800,380,300,180,170,,,
,Hong Kah North,"27,870",980,"1,290","1,490","1,710","2,060","2,370","1,870","1,930","2,090","2,150","2,400","2,590","2,080","1,310",630,480,260,190,,,
Bukit Merah,Total,"154,480","6,970","7,350","6,490","6,890","7,460","9,380","10,350","12,420","12,520","11,180","11,360","11,510","10,990","10,520","6,240","6,040","3,620","3,190",,,
,Alexandra Hill,"15,360",540,650,700,830,920,"1,070",910,900,"1,060","1,040","1,210","1,250","1,230","1,120",610,570,400,360,,,
,Alexandra North,"1,040",60,70,50,60,40,70,80,130,120,120,70,50,40,30,20,20,-,-,,,
,Bukit Ho Swee,"16,040",720,680,540,660,730,"1,000","1,200","1,180","1,090","1,030","1,240","1,350","1,270","1,130",700,690,450,400,,,
,Bukit Merah,"1,150",40,50,60,60,60,80,70,80,70,100,90,80,80,100,50,50,20,20,,,
,City Terminals,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Depot Road,"5,340",290,340,250,250,270,270,340,550,580,440,390,300,300,310,170,150,80,80,,,
,Everton Park,"9,050",390,400,400,380,410,560,630,730,830,690,580,620,700,640,370,360,190,200,,,
,Henderson Hill,"12,240",480,540,490,640,680,750,710,760,850,880,920,"1,020",860,870,570,580,370,290,,,
,Kampong Tiong Bahru,"10,270",350,400,420,450,520,600,630,620,780,740,800,830,870,800,490,490,280,210,,,
,Maritime Square,"2,650",180,190,140,100,90,110,200,330,310,270,240,170,110,100,40,40,10,20,,,
,Redhill,"12,060",710,790,510,550,570,710,740,"1,210","1,080",870,910,850,690,600,370,390,240,300,,,
,Singapore General Hospital,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Telok Blangah Drive,"16,030",690,670,670,750,740,960,"1,060","1,340","1,330","1,190","1,200","1,150","1,110","1,170",680,670,390,270,,,
,Telok Blangah Rise,"13,530",450,470,550,620,720,850,830,980,"1,060",940,930,"1,030","1,180","1,190",670,540,300,230,,,
,Telok Blangah Way,"10,500",430,480,420,420,470,550,590,790,840,770,850,910,810,740,480,430,280,230,,,
,Tiong Bahru,"12,830",790,630,460,450,450,800,"1,150","1,350","1,090",850,800,790,850,830,520,460,250,310,,,
,Tiong Bahru Station,"16,340",850,990,840,700,790,"1,000","1,200","1,450","1,440","1,260","1,150","1,120",890,890,510,620,370,280,,,
Bukit Panjang,Total,"141,380","7,680","7,650","8,170","9,350","10,160","11,520","11,030","10,150","11,040","10,420","11,580","11,100","8,400","5,790","2,850","2,150","1,330","1,050",,,
,Bangkit,"23,150",750,890,"1,110","1,530","1,900","2,020","1,370","1,320","1,560","1,660","2,260","2,270","1,620","1,160",650,530,340,250,,,
,Dairy Farm,"5,800",250,320,390,400,440,420,330,370,500,500,520,460,360,240,110,80,50,50,,,
,Fajar,"28,560","1,950","1,770","1,620","1,750","1,980","2,510","2,560","2,270","2,190","1,910","2,160","1,960","1,530","1,060",560,390,230,170,,,
,Jelebu,"32,710","1,110","1,440","1,840","2,390","2,660","2,650","1,870","2,020","2,470","2,630","2,990","2,930","2,210","1,530",780,570,350,250,,,
,Nature Reserve,"3,850",180,210,260,280,280,240,220,250,320,380,350,300,230,170,70,60,30,30,,,
,Saujana,"26,400","1,770","1,570","1,590","1,720","1,810","2,270","2,560","2,080","2,010","1,870","1,960","1,920","1,450",890,360,260,180,160,,,
,Senja,"20,930","1,680","1,450","1,370","1,290","1,080","1,410","2,130","1,850","2,000","1,470","1,340","1,260","1,000",740,320,260,150,140,,,
Bukit Timah,Total,"75,640","3,220","4,680","4,730","4,870","4,860","4,580","3,810","4,840","6,540","6,550","5,850","5,370","4,750","4,150","2,470","2,030","1,270","1,080",,,
,Anak Bukit,"22,000",730,"1,100","1,270","1,470","1,690","1,680","1,170","1,230","1,580","1,710","1,720","1,840","1,570","1,250",740,600,360,280,,,
,Coronation Road,"6,250",310,470,400,380,360,350,280,430,580,530,450,360,350,330,250,190,130,100,,,
,Farrer Court,"5,590",350,380,330,300,250,280,350,460,560,470,410,350,290,300,150,150,110,90,,,
,Hillcrest,"8,940",430,650,600,610,490,410,390,590,880,850,730,610,440,420,280,250,160,140,,,
,Holland Road,"10,260",460,750,740,740,620,520,460,680,"1,030","1,010",780,670,580,460,280,240,140,120,,,
,Leedon Park,"6,350",290,370,350,380,370,340,360,440,580,600,510,430,410,380,230,150,90,90,,,
,Swiss Club,"5,630",240,340,380,370,370,350,300,350,450,520,430,360,380,270,180,130,110,120,,,
,Ulu Pandan,"10,630",420,620,660,620,710,650,510,650,880,870,840,750,750,730,370,310,160,130,,,
Central Water Catchment,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Water Catchment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Changi,Total,"2,450",160,230,200,170,130,110,160,220,270,220,140,120,90,80,50,40,30,40,,,
,Changi Airport,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Point,770,20,30,30,50,40,40,30,40,60,70,70,70,80,50,30,30,20,30,,,
,Changi West,"1,680",150,200,170,120,90,70,130,180,210,150,70,50,20,30,20,10,10,-,,,
Changi Bay,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Bay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Choa Chu Kang,Total,"179,140","7,640","9,230","10,860","14,490","15,890","13,370","11,770","12,290","13,450","15,490","16,890","13,580","9,680","6,340","3,070","2,450","1,510","1,140",,,
,Choa Chu Kang Central,"21,880",850,"1,150","1,310","1,730","2,020","1,590","1,300","1,460","1,750","1,920","2,180","1,670","1,130",780,400,320,190,120,,,
,Choa Chu Kang North,"33,980","1,100","1,590","2,340","3,540","3,590","2,250","1,770","1,750","2,250","3,510","3,720","2,560","1,660","1,000",480,440,250,200,,,
,Keat Hong,"19,200",990,980,"1,120","1,490","1,790","1,690","1,400","1,360","1,350","1,570","1,750","1,410",950,600,270,220,160,120,,,
,Peng Siang,"34,320","1,750","1,710","1,920","2,430","2,900","2,870","2,790","2,490","2,450","2,630","3,020","2,520","1,980","1,350",580,420,280,250,,,
,Teck Whye,"26,620",950,"1,110","1,300","1,910","2,420","2,180","1,660","1,570","1,710","1,940","2,610","2,280","1,810","1,320",710,560,340,240,,,
,Yew Tee,"43,150","2,010","2,680","2,880","3,400","3,180","2,790","2,850","3,660","3,940","3,930","3,620","3,140","2,150","1,290",630,490,310,200,,,
Clementi,Total,"91,630","3,930","4,400","4,320","4,710","4,780","5,730","6,370","7,230","7,550","6,940","7,060","6,380","6,610","6,580","3,380","2,830","1,580","1,260",,,
,Clementi Central,"13,230",520,640,660,660,710,740,860,"1,070","1,140","1,040",980,950,930,950,510,430,240,200,,,
,Clementi North,"29,100","1,160","1,150","1,150","1,320","1,330","1,840","2,200","2,350","2,380","2,040","2,200","1,930","2,200","2,350","1,230","1,090",640,540,,,
,Clementi West,"16,460",680,790,780,870,880,"1,020","1,100","1,310","1,360","1,320","1,300","1,260","1,310","1,140",540,420,230,160,,,
,Clementi Woods,"16,340",880,810,760,830,840,"1,100","1,300","1,280","1,240","1,150","1,300","1,100","1,090","1,140",570,510,260,200,,,
,Faber,"4,320",160,290,270,310,300,310,220,290,360,360,340,310,270,220,120,100,60,40,,,
,Pandan,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sunset Way,"6,170",200,260,280,370,380,440,370,370,430,480,510,480,520,480,230,190,110,80,,,
,Toh Tuck,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,West Coast,"5,980",340,470,420,360,330,280,310,550,650,540,420,350,300,310,160,100,40,40,,,
Downtown Core,Total,"3,710",140,80,100,100,130,220,340,350,380,330,290,280,250,260,140,140,70,130,,,
,Anson,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bayfront Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bugis,"2,200",60,50,60,80,100,130,130,140,170,160,170,190,190,220,110,120,60,80,,,
,Cecil,180,10,10,-,-,-,10,40,30,20,20,20,10,10,-,-,-,-,-,,,
,Central Subzone,550,30,10,30,10,20,30,60,70,90,70,40,40,30,10,10,-,-,-,,,
,City Hall,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Clifford Pier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina Centre,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Phillip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Raffles Place,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,550,20,10,10,10,10,30,90,80,70,40,50,30,20,20,10,10,10,40,,,
Geylang,Total,"115,890","4,540","5,070","5,050","6,070","7,210","8,370","8,010","8,520","8,950","8,430","9,290","9,540","8,420","6,930","3,790","3,520","2,280","1,910",,,
,Aljunied,"41,050","1,470","1,800","1,740","2,020","2,350","2,820","2,830","3,050","3,520","3,110","3,280","3,330","3,000","2,490","1,340","1,290",840,770,,,
,Geylang East,"32,730","1,480","1,550","1,390","1,690","1,980","2,260","2,290","2,730","2,590","2,260","2,410","2,460","2,360","2,130","1,100",940,600,520,,,
,Kallang Way,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Ubi,"12,890",460,540,640,750,"1,020","1,230",930,910,880,840,"1,070","1,220","1,010",670,310,210,120,90,,,
,Macpherson,"29,180","1,130","1,170","1,280","1,600","1,850","2,050","1,960","1,830","1,960","2,220","2,520","2,550","2,060","1,640","1,040","1,080",720,520,,,
Hougang,Total,"222,870","8,560","9,640","11,020","13,990","16,270","17,370","15,090","14,870","16,320","16,540","19,250","19,560","16,000","11,720","6,160","4,970","3,090","2,470",,,
,Defu Industrial Park,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hougang Central,"4,730",130,180,240,360,400,400,250,250,290,390,440,450,340,230,120,110,80,70,,,
,Hougang East,"22,740","1,170",910,940,"1,320","1,820","2,130","2,070","1,700","1,470","1,460","1,940","1,950","1,520","1,030",530,380,220,180,,,
,Hougang West,"48,560","1,480","1,750","2,030","2,870","3,920","4,340","3,210","2,990","3,140","3,400","4,540","4,890","3,890","2,750","1,340",970,620,430,,,
,Kangkar,"28,770","1,370","1,280","1,480","1,700","1,760","2,150","2,250","2,100","2,350","2,140","2,330","2,250","1,970","1,420",820,700,410,300,,,
,Kovan,"26,060","1,000","1,200","1,410","1,680","1,970","2,050","1,530","1,720","2,030","1,900","2,120","2,150","1,860","1,390",710,640,340,370,,,
,Lorong Ah Soo,"33,450","1,120","1,310","1,590","1,970","2,130","2,330","2,180","2,260","2,510","2,530","2,710","2,850","2,540","2,120","1,230",970,620,470,,,
,Lorong Halus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tai Seng,"14,430",510,680,770,"1,000","1,020","1,060",810,860,990,"1,080","1,190","1,200","1,060",800,460,420,300,240,,,
,Trafalgar,"44,100","1,780","2,320","2,570","3,100","3,250","2,890","2,770","2,980","3,530","3,630","3,980","3,820","2,820","1,990",960,770,500,420,,,
Jurong East,Total,"84,660","3,290","3,770","4,240","4,940","5,520","6,610","6,080","6,100","6,340","6,200","6,570","7,000","6,470","5,230","2,450","1,920","1,070",850,,,
,International Business Park,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Gateway,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Port,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong River,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Lakeside,960,30,30,30,30,60,70,80,70,70,70,70,70,80,80,50,50,20,10,,,
,Penjuru Crescent,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Teban Gardens,"19,810","1,010",970,950,"1,080","1,150","1,420","1,550","1,560","1,460","1,370","1,420","1,470","1,460","1,370",680,460,250,190,,,
,Toh Guan,"16,180",590,770,900,"1,070","1,180","1,380","1,130","1,140","1,200","1,270","1,340","1,490","1,190",740,290,250,150,100,,,
,Yuhua East,"27,000",910,"1,080","1,310","1,480","1,720","2,030","1,940","1,960","2,050","1,950","2,090","2,270","2,130","1,790",880,690,390,320,,,
,Yuhua West,"20,660",750,920,"1,050","1,280","1,410","1,700","1,370","1,370","1,560","1,530","1,650","1,700","1,610","1,240",550,480,270,230,,,
Jurong West,Total,"270,350","13,050","15,250","16,120","17,690","18,780","19,950","20,910","23,040","22,590","21,320","20,900","19,040","16,710","11,940","5,390","3,980","2,180","1,510",,,
,Boon Lay Place,"31,040","1,890","1,820","1,710","1,970","2,020","2,150","2,770","2,360","2,380","2,460","2,460","2,060","1,800","1,380",720,580,300,210,,,
,Chin Bee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hong Kah,"55,900","2,020","2,510","3,020","3,450","3,620","4,270","3,980","4,120","4,440","4,210","4,300","4,440","4,390","3,330","1,600","1,170",610,420,,,
,Jurong West Central,"67,420","3,820","4,730","4,410","3,920","3,710","4,950","5,770","7,300","6,670","5,100","4,430","4,290","3,680","2,390",920,690,390,260,,,
,Kian Teck,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Safti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Taman Jurong,"37,280","1,970","2,030","2,160","2,640","2,630","2,620","2,930","3,000","2,840","3,200","2,900","2,620","2,210","1,590",780,570,360,240,,,
,Wenya,"8,580",690,750,610,410,360,480,880,"1,130",870,630,480,410,380,270,120,80,40,20,,,
,Yunnan,"70,100","2,670","3,420","4,220","5,310","6,450","5,480","4,580","5,140","5,380","5,710","6,320","5,230","4,250","2,970","1,250",900,490,370,,,
Kallang,Total,"100,260","4,200","4,310","4,310","4,680","5,030","6,070","6,820","8,000","8,450","7,800","7,710","7,860","7,170","6,480","3,740","3,590","2,140","1,900",,,
,Bendemeer,"33,820","1,650","1,460","1,350","1,490","1,650","2,210","2,620","3,060","2,760","2,470","2,330","2,590","2,420","2,150","1,200","1,140",670,600,,,
,Boon Keng,"10,810",450,420,440,520,570,690,810,800,810,840,830,910,770,700,390,390,250,220,,,
,Crawford,"9,600",300,290,320,360,450,480,490,530,630,650,810,910,820,870,530,560,320,300,,,
,Geylang Bahru,"12,630",390,480,560,690,680,750,730,900,"1,030","1,020","1,110","1,030",900,790,500,500,330,260,,,
,Kallang Bahru,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Bugis,870,30,20,30,40,60,80,80,60,70,40,60,80,90,70,20,20,10,10,,,
,Kampong Java,"11,080",400,520,500,530,580,680,720,840,990,890,830,810,760,760,430,410,230,220,,,
,Lavender,"10,210",400,480,480,460,500,660,690,780,880,810,820,800,720,670,360,350,200,170,,,
,Tanjong Rhu,"11,220",580,640,640,600,550,540,690,"1,030","1,280","1,080",920,720,680,490,310,240,130,130,,,
Lim Chu Kang,Total,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Lim Chu Kang,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Mandai,Total,"2,150",90,120,140,180,150,150,140,160,190,190,160,150,100,90,60,40,30,20,,,
,Mandai East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai Estate,"2,150",90,120,140,180,150,150,140,160,190,190,160,150,100,90,60,40,30,20,,,
,Mandai West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina East,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina South,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marine Parade,Total,"48,310","2,150","2,630","2,630","2,540","2,600","2,630","2,760","3,750","4,410","3,920","3,600","3,320","2,950","2,830","1,810","1,710","1,120",980,,,
,East Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Katong,"9,510",420,510,530,500,560,550,580,810,940,780,700,660,570,500,280,250,180,190,,,
,Marina East (Mp),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marine Parade,"28,450","1,240","1,570","1,490","1,430","1,420","1,450","1,550","2,140","2,560","2,260","2,070","1,940","1,770","1,730","1,210","1,240",760,630,,,
,Mountbatten,"10,350",500,550,620,620,620,620,630,790,910,870,830,710,610,600,320,220,180,160,,,
Museum,Total,400,30,20,10,10,10,10,40,70,60,30,30,30,10,10,10,-,10,10,,,
,Bras Basah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Dhoby Ghaut,230,10,10,-,-,10,10,30,50,30,10,20,10,10,10,-,-,-,-,,,
,Fort Canning,170,10,10,10,10,-,-,10,10,30,20,10,10,10,-,10,-,10,-,,,
Newton,Total,"7,140",350,480,380,320,350,330,390,570,740,710,600,480,420,400,200,160,110,130,,,
,Cairnhill,"3,440",180,230,180,160,170,170,210,270,380,340,280,220,180,200,90,70,60,60,,,
,Goodwood Park,990,50,90,80,40,50,40,60,100,110,90,80,60,50,40,20,10,10,30,,,
,Istana Negara,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Monk's Hill,990,40,60,60,60,60,40,50,70,100,110,80,70,50,50,30,30,10,20,,,
,Newton Circus,230,20,20,10,10,10,10,10,30,20,30,20,10,10,10,10,-,-,-,,,
,Orange Grove,"1,450",70,90,50,60,70,70,60,100,120,150,140,120,120,110,60,40,20,10,,,
North-Eastern Islands,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,North-Eastern Islands,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Novena,Total,"47,640","2,190","2,760","2,420","2,480","2,510","2,760","2,850","3,810","4,410","3,940","3,690","3,330","2,930","2,570","1,590","1,460","1,000",940,,,
,Balestier,"31,860","1,380","1,500","1,470","1,560","1,700","1,950","2,050","2,540","2,820","2,560","2,490","2,330","2,060","1,830","1,130","1,110",700,680,,,
,Dunearn,"3,910",140,240,260,280,250,210,160,210,310,330,330,290,250,230,150,120,100,80,,,
,Malcolm,"2,610",110,200,170,150,140,130,100,170,230,220,210,200,160,150,90,70,60,70,,,
,Moulmein,"8,580",540,800,490,430,360,430,490,870,"1,020",780,610,460,420,310,190,160,120,100,,,
,Mount Pleasant,670,20,30,30,50,60,50,50,30,30,50,60,60,50,50,20,10,20,20,,,
Orchard,Total,890,40,50,30,40,30,50,50,70,80,90,60,80,70,60,40,20,10,20,,,
,Boulevard,420,10,20,10,20,10,30,30,30,40,40,30,40,40,30,20,10,10,10,,,
,Somerset,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanglin,410,20,30,20,20,20,20,20,40,40,40,30,40,30,30,20,10,-,10,,,
Outram,Total,"21,450","1,170","1,070",730,710,810,"1,140","1,440","1,950","1,720","1,420","1,570","1,580","1,600","1,520",930,910,560,630,,,
,China Square,"1,530",40,20,30,50,80,80,100,100,110,100,130,130,160,160,90,80,40,40,,,
,Chinatown,"11,550",810,770,410,350,410,580,860,"1,430","1,100",760,760,690,640,660,380,380,260,300,,,
,Pearl's Hill,"8,030",300,280,280,300,310,440,440,390,480,530,660,750,770,680,450,440,260,290,,,
,People's Park,330,10,-,-,10,10,40,40,40,30,30,20,20,30,20,10,10,10,10,,,
Pasir Ris,Total,"142,920","5,870","6,970","8,450","11,820","13,870","10,230","8,090","9,230","10,440","12,290","14,610","11,280","7,650","5,100","2,450","2,030","1,390","1,160",,,
,Flora Drive,"13,960",620,730,860,"1,020","1,060",870,790,"1,060","1,280","1,220","1,260","1,040",790,510,280,230,160,170,,,
,Loyang East,"2,190",70,80,120,150,200,170,100,120,150,180,180,220,180,120,60,40,30,30,,,
,Loyang West,200,-,-,-,-,-,-,-,-,-,-,-,-,10,20,20,30,40,70,,,
,Pasir Ris Central,"27,950","1,510","1,370","1,530","2,100","2,480","2,290","2,090","1,920","2,010","2,220","2,720","2,190","1,390",900,440,360,250,190,,,
,Pasir Ris Drive,"58,140","2,000","2,640","3,280","4,890","6,280","4,500","2,870","3,330","3,680","4,690","6,210","5,010","3,470","2,380","1,060",860,580,440,,,
,Pasir Ris Park,"4,850",290,350,330,350,300,260,350,550,580,450,450,230,140,100,60,30,20,20,,,
,Pasir Ris Wafer Fab Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
