"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2009",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Bukit Batok East,"16,030",830,910,980,"1,040","1,230","1,410","1,350","1,270","1,290","1,420","1,430","1,120",690,390,300,200,110,70,,,
,Bukit Batok South,"14,630",740,960,"1,330","1,260","1,140",980,990,"1,200","1,370","1,470","1,320",800,420,210,180,140,80,50,,,
,Bukit Batok West,"16,310",880,"1,040","1,060","1,080","1,160","1,360","1,300","1,350","1,350","1,450","1,380","1,090",670,400,290,210,150,90,,,
,Gombak,"8,800",640,420,430,510,490,830,"1,110",710,590,610,600,590,450,290,230,150,80,70,,,
,Guilin,"13,780",720,870,960,970,980,990,"1,060","1,280","1,290","1,310","1,090",860,510,340,230,160,100,60,,,
,Hillview,"17,760",800,"1,260","1,670","1,550","1,160",890,910,"1,430","1,890","1,960","1,530","1,130",640,360,230,170,110,80,,,
,Hong Kah,"30,100","1,550","1,880","1,910","2,340","2,480","2,370","2,250","2,500","2,510","2,780","2,780","1,880","1,100",670,450,330,200,120,,,
Bukit Merah,Total,"156,660","7,890","6,860","6,890","7,480","7,990","11,690","13,970","13,170","11,680","11,770","12,090","11,460","9,870","7,910","6,380","4,550","2,800","2,210",,,
,Alexandra Hill,"16,210",790,770,810,900,940,"1,150","1,140","1,210","1,220","1,270","1,260","1,250","1,060",770,630,490,300,260,,,
,Alexandra North,750,60,40,60,50,30,40,90,90,100,70,50,30,30,10,10,-,-,-,,,
,Bukit Ho Swee,"15,770",580,590,640,720,890,"1,130","1,140","1,100","1,160","1,260","1,450","1,240","1,050",890,750,570,370,260,,,
,Bukit Merah,"1,320",50,70,90,80,90,90,100,110,120,110,100,110,80,60,40,30,20,10,,,
,Depot Road,"5,060",300,200,210,260,260,430,600,430,320,360,350,370,330,240,160,110,70,40,,,
,Everton Park,"9,500",470,390,340,370,490,760,960,930,710,610,710,740,630,450,390,260,170,140,,,
,Henderson Hill,"15,790",650,690,740,770,840,"1,060","1,100","1,260","1,250","1,230","1,250","1,170","1,060",910,750,560,300,230,,,
,Kampong Tiong Bahru,"11,730",500,490,530,550,640,880,870,870,870,870,"1,000",950,770,680,530,330,210,180,,,
,Maritime Square,"1,880",130,120,90,90,80,130,200,240,200,180,140,90,80,40,30,10,20,20,,,
,Redhill,"11,110",750,470,490,510,450,930,"1,390",970,800,820,730,640,550,460,420,310,210,220,,,
,Singapore General Hospital,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Telok Blangah Drive,"16,340",810,770,730,830,900,"1,120","1,390","1,420","1,270","1,240","1,220","1,200","1,090",850,640,440,260,170,,,
,Telok Blangah Rise,"15,070",580,650,750,830,850,"1,140","1,210","1,230","1,030","1,090","1,210","1,330","1,130",780,550,350,220,150,,,
,Telok Blangah Way,"11,140",570,450,460,520,500,730,980,910,770,900,930,880,720,600,500,360,220,160,,,
,Tiong Bahru,"8,400",530,310,250,280,320,700,"1,150",770,590,540,560,550,500,410,330,260,190,170,,,
,Tiong Bahru Station,"16,550","1,130",870,710,730,750,"1,400","1,650","1,620","1,270","1,240","1,120",910,810,750,670,480,270,190,,,
Bukit Panjang,Total,"127,500","7,520","8,580","9,490","10,350","9,260","8,940","9,720","11,120","10,690","11,610","10,410","7,380","4,590","2,910","2,070","1,440",840,620,,,
,Bangkit,"25,210","1,140","1,370","1,770","2,160","2,000","1,780","1,680","1,810","2,110","2,500","2,180","1,600","1,040",790,560,380,210,150,,,
,Bukit Panjang,"34,660","1,810","2,250","2,720","2,880","2,550","2,310","2,350","2,920","3,050","3,280","2,930","2,130","1,330",790,630,370,240,150,,,
,Dairy Farm,"3,630",130,190,270,360,330,210,170,210,260,380,390,280,190,90,60,50,30,30,,,
,Fajar,"22,860","1,450","1,610","1,620","1,970","1,600","1,710","1,930","2,030","1,890","2,010","1,720","1,210",790,530,350,230,130,90,,,
,Nature Reserve,"3,510",190,250,280,270,230,200,220,320,350,330,310,220,130,80,60,30,20,20,,,
,Saujana,"21,740","1,380","1,520","1,780","1,760","1,690","1,640","1,610","1,880","1,700","1,970","1,890","1,240",660,360,240,210,110,90,,,
,Senja,"15,900","1,430","1,400","1,060",960,860,"1,090","1,760","1,940","1,320","1,150",980,700,450,280,190,160,100,90,,,
Bukit Timah,Total,"69,280","3,060","4,310","4,820","5,270","4,480","3,790","4,090","5,600","5,950","6,060","5,810","4,850","3,780","2,530","1,960","1,400",790,710,,,
,Anak Bukit,"21,910",840,"1,250","1,590","1,900","1,640","1,400","1,280","1,540","1,710","1,940","1,970","1,580","1,100",790,560,400,210,200,,,
,Coronation Road,"5,480",250,360,380,380,320,280,330,470,460,470,410,380,320,230,190,110,80,70,,,
,Farrer Court,"4,080",150,250,240,260,230,250,260,320,360,360,330,270,230,170,170,130,60,60,,,
,Hillcrest,"8,100",360,590,570,550,470,340,430,730,800,770,630,490,430,300,240,190,120,90,,,
,Holland Road,"8,050",410,580,610,610,450,390,440,720,760,710,670,520,390,270,210,150,80,90,,,
,Leedon Park,"5,750",270,270,330,380,360,320,430,510,480,490,500,430,400,210,130,110,60,70,,,
,Swiss Club,"5,150",250,360,370,370,300,250,280,430,490,430,400,350,250,180,160,130,90,60,,,
,Ulu Pandan,"10,770",530,640,740,830,720,570,640,870,900,900,910,820,680,380,290,170,90,90,,,
Central Water Catchment,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Water Catchment,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Changi,Total,"1,890",150,170,130,120,80,110,170,200,190,160,110,80,60,60,30,30,20,20,,,
,Changi Airport,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Point,680,20,20,30,40,30,40,40,40,70,70,70,50,40,40,20,20,20,20,,,
,Changi West,"1,210",120,150,100,80,50,70,130,150,120,80,50,30,20,20,10,10,10,-,,,
Changi Bay,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Bay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Choa Chu Kang,Total,"171,790","9,680","12,540","15,760","14,610","11,300","11,630","12,550","15,010","17,300","16,240","12,510","8,600","5,060","3,260","2,310","1,750","1,030",630,,,
,Central,"20,130",890,"1,350","1,840","1,960","1,380","1,330","1,340","1,550","2,110","2,100","1,500","1,040",650,440,270,200,130,70,,,
,Keat Hong,"16,450",740,"1,150","1,660","1,590","1,080","1,060","1,090","1,280","1,690","1,660","1,250",850,490,280,220,180,90,100,,,
,Kranji North,"15,610",750,"1,300","1,810","1,500",960,930,880,"1,260","1,900","1,580","1,160",660,350,190,150,120,80,40,,,
,Pang Sua,"17,120",900,"1,560","2,090","1,550",970,780,870,"1,590","2,220","1,770","1,120",640,350,240,190,170,80,30,,,
,Peng Siang,"31,060","1,710","2,220","2,710","2,620","2,170","2,270","2,210","2,690","2,920","2,910","2,320","1,700","1,000",520,400,320,230,150,,,
,Teck Whye,"26,670","1,160","1,530","2,050","2,400","2,000","1,990","1,660","1,990","2,230","2,560","2,160","1,740","1,120",820,570,380,220,100,,,
,Yew Tee,"44,750","3,530","3,430","3,620","3,000","2,750","3,270","4,510","4,650","4,230","3,660","3,010","1,970","1,110",770,510,390,190,140,,,
Clementi,Total,"91,000","4,190","4,620","4,600","4,760","5,150","7,690","7,660","7,630","7,250","7,210","6,960","7,140","5,840","3,840","2,800","1,770","1,070",820,,,
,Clementi Central,"13,220",630,630,600,620,660,"1,240","1,230","1,180",980,"1,000","1,000","1,020",830,570,450,300,180,120,,,
,Clementi North,"24,210",990,"1,120","1,020","1,040","1,260","2,100","2,200","2,020","1,850","1,800","1,820","2,000","1,750","1,170",880,570,360,270,,,
,Clementi West,"17,510",890,950,920,970,990,"1,530","1,500","1,500","1,470","1,420","1,400","1,350","1,000",670,410,270,150,120,,,
,Clementi Woods,"21,200",990,"1,000","1,070","1,120","1,220","1,760","1,780","1,700","1,650","1,760","1,560","1,640","1,440",910,710,440,260,200,,,
,Faber,"4,410",200,330,360,330,260,260,280,380,460,410,330,280,190,150,90,50,30,30,,,
,Pandan,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sunset Way,"6,790",300,410,410,440,480,480,420,510,570,520,570,570,430,270,190,110,70,50,,,
,Toh Tuck,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,West Coast,"3,640",190,190,230,250,280,310,260,340,280,300,280,290,200,110,70,30,20,30,,,
Downtown Core,Total,"3,710",180,140,150,150,160,270,320,350,350,270,290,260,240,190,140,100,80,90,,,
,Anson,120,-,10,-,-,10,20,10,10,10,10,-,-,10,-,-,-,-,20,,,
,Bayfront Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bugis,"2,750",90,80,110,120,130,190,220,230,220,190,220,230,210,170,130,90,70,60,,,
,Cecil,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Subzone,130,10,-,-,-,-,20,20,20,30,10,20,-,10,-,-,-,-,-,,,
,City Hall,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Clifford Pier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina Centre,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Phillip,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Raffles Place,110,20,10,10,-,-,10,20,20,10,10,10,-,-,-,-,-,-,-,,,
,Tanjong Pagar,410,20,10,20,10,20,30,50,40,50,40,30,30,20,10,10,-,-,10,,,
Geylang,Total,"120,050","5,390","5,830","6,760","7,760","7,640","9,070","9,340","9,290","9,250","10,150","10,020","8,380","6,470","4,940","3,880","2,870","1,810","1,240",,,
,Aljunied,"43,940","1,960","2,050","2,410","2,600","2,530","3,340","3,610","3,750","3,390","3,730","3,610","3,070","2,390","1,820","1,410","1,070",700,510,,,
,Geylang East,"32,040","1,480","1,550","1,770","2,070","2,100","2,520","2,590","2,390","2,310","2,500","2,640","2,350","1,940","1,290","1,020",720,490,320,,,
,Kallang Way,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Ubi,"14,100",650,770,910,"1,250","1,260","1,220","1,020",990,"1,050","1,300","1,310",920,600,360,210,140,90,60,,,
,Macpherson,"29,920","1,290","1,470","1,660","1,840","1,750","1,990","2,110","2,150","2,480","2,610","2,450","2,040","1,540","1,470","1,250",930,540,340,,,
Hougang,Total,"216,760","9,440","12,040","15,170","16,890","15,550","15,410","14,880","16,440","17,650","20,250","19,300","14,850","9,970","6,780","4,970","3,490","2,110","1,580",,,
,Defu Industrial Park,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hougang Central,"50,310","2,120","2,780","3,520","4,080","3,520","3,590","3,320","3,820","4,250","4,900","4,420","3,390","2,290","1,560","1,150",760,490,340,,,
,Lorong Ah Soo,"35,340","1,370","1,810","2,100","2,290","2,450","2,720","2,470","2,630","2,740","2,980","3,170","2,640","2,030","1,390","1,070",780,420,310,,,
,Rosyth,"22,770",820,"1,150","1,560","2,060","1,780","1,500","1,400","1,540","1,630","2,040","2,220","1,720","1,110",750,560,380,290,260,,,
,Sungei Serangoon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tai Keng,"12,990",550,760,920,940,940,910,860,"1,000","1,010","1,120","1,090",910,590,470,370,280,150,140,,,
,Trafalgar,"95,330","4,580","5,540","7,070","7,520","6,880","6,690","6,820","7,450","8,020","9,210","8,390","6,190","3,960","2,610","1,820","1,300",760,530,,,
Jurong East,Total,"88,520","4,260","4,870","5,440","5,990","6,510","7,510","7,030","7,240","6,870","7,110","7,420","6,660","4,440","2,770","1,890","1,270",720,520,,,
,Boon Lay,"20,230",960,"1,090","1,310","1,440","1,550","1,640","1,550","1,630","1,500","1,660","1,740","1,550",940,620,440,300,170,150,,,
,International Business Park,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Lake,"1,160",40,40,50,60,90,130,110,90,90,80,100,110,60,60,40,20,10,10,,,
,Jurong Port,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Regional Centre,"2,570",110,140,130,160,190,230,200,230,170,210,220,190,130,100,70,50,30,20,,,
,Jurong River,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Penjuru Crescent,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Teban Gardens,"19,060",960,"1,010","1,060","1,200","1,310","1,650","1,630","1,440","1,410","1,390","1,440","1,620","1,210",710,460,290,160,100,,,
,Toh Guan,"15,330",820,"1,020","1,140","1,210","1,200","1,210","1,130","1,390","1,350","1,390","1,350",920,490,250,170,140,90,70,,,
,Yuhua,"30,110","1,360","1,570","1,760","1,930","2,170","2,640","2,410","2,460","2,330","2,380","2,570","2,260","1,610","1,020",700,490,270,190,,,
Jurong West,Total,"264,020","16,390","17,400","18,330","19,040","17,670","23,120","24,670","23,970","22,500","21,130","19,370","15,850","9,970","5,890","3,890","2,470","1,400",960,,,
,Boon Lay,"22,910","1,310","1,330","1,460","1,490","1,360","1,780","1,890","2,050","2,120","1,960","1,680","1,570","1,110",760,490,300,140,110,,,
,Central,"67,810","5,640","4,790","4,070","3,910","4,400","6,940","8,370","7,150","5,130","4,680","4,540","3,480","2,030","1,020",750,480,270,180,,,
,Chin Bee,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hong Kah,"59,580","2,910","3,590","3,740","4,240","4,370","5,100","4,800","5,010","4,830","4,750","4,940","4,260","2,890","1,730","1,100",710,380,260,,,
,Kian Teck,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Safti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Taman Jurong,"32,120","1,690","2,150","2,420","2,420","2,160","2,480","2,400","2,820","3,040","2,760","2,410","1,970","1,210",810,580,420,230,160,,,
,Wenya,"8,210",910,590,330,350,460,"1,020","1,280",880,540,430,450,380,230,130,90,60,40,60,,,
,Yunnan,"73,340","3,930","4,960","6,300","6,630","4,900","5,820","5,930","6,070","6,830","6,560","5,350","4,190","2,510","1,440",890,510,350,190,,,
Kallang,Total,"98,220","4,490","4,590","4,840","5,030","5,220","6,820","7,830","8,610","7,690","8,080","7,840","7,150","5,850","4,660","3,730","2,790","1,640","1,370",,,
,Bendemeer,"29,630","1,280","1,310","1,430","1,640","1,780","2,200","2,400","2,450","2,170","2,340","2,520","2,270","1,720","1,340","1,040",780,500,470,,,
,Boon Keng,"11,030",470,540,520,600,580,860,870,920,900,910,880,790,620,510,400,340,190,130,,,
,Crawford,"9,990",360,360,390,390,410,590,640,680,620,790,810,850,800,710,630,480,270,220,,,
,Geylang Bahru,"13,800",630,680,740,700,710,920,"1,070","1,200","1,100","1,200","1,090",930,790,660,580,420,230,170,,,
,Kallang Bahru,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Bugis,830,30,30,40,60,60,80,60,50,40,70,90,80,70,30,20,20,10,10,,,
,Kampong Java,"12,010",580,610,650,600,580,840,"1,060","1,160",990,930,850,850,760,520,400,280,160,180,,,
,Lavender,"10,010",510,430,420,490,550,710,860,940,740,830,760,730,620,510,390,280,150,100,,,
,Tanjong Rhu,"10,900",630,640,650,550,530,640,880,"1,220","1,130","1,010",850,660,480,380,260,190,130,80,,,
Lim Chu Kang,Total,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Lim Chu Kang,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Mandai,Total,"1,530",80,90,120,130,110,90,110,130,130,160,110,90,70,30,40,30,10,10,,,
,Subzone 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"1,530",80,90,120,130,110,90,110,130,130,160,110,90,70,30,40,30,10,10,,,
Marina East,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina South,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marine Parade,Total,"46,400","2,090","2,590","2,670","2,830","2,480","2,650","3,290","4,170","3,870","3,830","3,500","3,110","2,730","2,100","1,810","1,270",810,590,,,
,East Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Katong,"9,270",410,580,620,660,480,500,650,840,810,820,700,610,480,310,300,220,160,130,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marine Parade,"28,020","1,280","1,500","1,490","1,520","1,390","1,590","2,010","2,530","2,320","2,240","2,070","1,820","1,710","1,500","1,270",890,540,350,,,
,Mountbatten,"9,100",400,510,570,650,610,560,620,800,740,770,730,680,540,290,240,160,110,120,,,
Museum,Total,300,40,10,10,10,-,20,30,50,30,30,20,10,20,10,10,10,10,-,,,
,Bras Basah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Dhoby Ghaut,140,20,-,10,10,-,20,10,30,20,10,10,10,-,-,-,-,-,-,,,
,Fort Canning,150,10,-,10,-,-,10,20,20,10,20,10,10,10,-,-,10,-,-,,,
Newton,Total,"5,990",280,370,370,320,310,320,410,590,590,570,470,430,360,190,160,130,70,70,,,
,Cairnhill,"2,730",130,170,160,130,160,140,180,270,260,230,200,210,160,110,90,70,30,40,,,
,Goodwood Park,700,40,50,50,50,30,40,60,70,80,70,50,40,40,10,10,10,10,10,,,
,Istana Negara,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Monk's Hill,"1,160",50,80,80,50,50,70,90,120,120,110,90,50,60,40,30,30,20,10,,,
,Newton Circus,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Orange Grove,"1,260",40,60,80,80,60,60,70,100,110,150,130,120,90,30,30,20,10,10,,,
North Eastern Islands,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,North Eastern Islands,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Novena,Total,"46,140","2,360","2,470","2,620","2,640","2,440","3,000","3,710","4,160","3,970","3,860","3,550","3,050","2,370","1,880","1,470","1,150",750,700,,,
,Balestier,"32,460","1,670","1,540","1,730","1,780","1,750","2,280","2,810","2,890","2,650","2,600","2,500","2,100","1,710","1,430","1,110",860,560,490,,,
,Dunearn,"3,730",130,230,280,280,200,190,160,270,340,370,280,300,200,150,120,110,50,60,,,
,Malcolm,"2,610",150,160,170,180,150,120,170,200,220,250,230,190,140,80,60,60,50,40,,,
,Moulmein,"6,700",390,510,400,350,300,380,530,760,690,570,500,410,280,180,170,110,90,80,,,
,Mount Pleasant,640,20,30,40,50,40,40,30,40,60,70,50,50,40,30,10,10,10,20,,,
Orchard,Total,750,30,30,30,30,30,50,60,60,60,90,90,70,40,30,20,10,10,20,,,
,Boulevard,270,10,10,-,10,10,30,20,20,30,30,30,30,10,10,10,10,10,10,,,
,Somerset,130,10,10,10,-,-,10,20,20,10,10,20,10,10,-,10,-,-,-,,,
,Tanglin,350,10,10,20,20,20,20,30,30,30,50,40,40,20,10,10,-,-,-,,,
Outram,Total,"17,220",590,510,550,650,830,"1,160","1,240","1,230","1,180","1,300","1,430","1,490","1,320","1,130",990,730,450,440,,,
,China Square,"1,840",40,50,70,70,100,130,150,140,130,150,150,190,150,120,80,60,40,30,,,
,Chinatown,"6,580",220,190,190,220,290,440,500,500,480,500,530,530,470,440,400,290,180,200,,,
,Pearl's Hill,"8,270",320,260,280,330,410,530,520,520,540,630,710,730,660,550,490,370,220,210,,,
,People's Park,530,10,20,10,30,40,70,70,70,40,30,40,40,30,20,20,10,10,-,,,
Pasir Ris,Total,"132,060","6,830","9,470","13,070","12,850","7,940","7,540","8,430","10,320","14,110","13,800","9,940","6,560","3,880","2,400","1,870","1,460",880,700,,,
,Elias,"36,030","2,150","2,910","3,830","3,180","1,850","1,940","2,590","3,220","4,410","3,530","2,310","1,430",900,620,480,360,190,140,,,
,Loyang,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Loyang East,"12,760",600,800,"1,130","1,150",820,660,800,940,"1,240","1,340","1,080",780,450,270,210,180,150,160,,,
,Pasir Ris Drive,"61,170","3,020","4,230","5,920","6,390","3,930","3,640","3,790","4,570","6,080","6,450","4,780","3,190","1,840","1,130",840,680,400,320,,,
,Pasir Ris Park,"1,270",60,90,130,110,70,60,70,110,170,150,100,60,30,20,20,10,10,-,,,
,Pasir Ris Town,"20,770",990,"1,450","2,060","2,030","1,260","1,220","1,180","1,470","2,210","2,330","1,680","1,100",660,360,310,240,140,90,,,
,Pasir Ris West,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Paya Lebar,Total,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,100,10,-,-,-,-,10,20,10,10,20,10,-,-,-,-,-,-,-,,,
