"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2002",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Bukit Batok West,"15,780","1,110","1,150","1,190","1,130","1,110","1,280","1,420","1,490","1,560","1,440","1,080",540,410,310,220,160,90,80,,,
,Gombak,"1,100",40,70,100,90,90,100,70,80,90,110,90,60,40,30,30,10,-,10,,,
,Guilin,"12,240",900,980,970,790,740,960,"1,150","1,370","1,260","1,010",750,410,340,230,170,110,60,50,,,
,Hillview,"18,380","1,240","1,540","1,490","1,130","1,140","1,190","1,390","2,070","1,940","1,690","1,320",720,570,380,280,150,90,60,,,
,Hong Kah,"28,160","2,000","2,080","2,550","2,220","1,820","2,230","2,500","2,770","2,920","2,510","1,700",900,660,480,380,220,150,90,,,
Bukit Merah,Total,"144,830","6,230","6,720","7,480","6,980","9,240","12,090","11,230","11,380","11,940","12,160","12,020","8,690","8,880","6,630","5,560","3,820","2,190","1,600",,,
,Alexandra Hill,"15,420",710,770,880,830,970,"1,230","1,200","1,270","1,330","1,300","1,320",850,840,670,540,360,220,130,,,
,Alexandra North,340,40,40,20,10,10,30,50,70,40,20,10,10,10,-,-,-,-,-,,,
,Bukit Ho Swee,"18,030",720,770,820,860,"1,100","1,370","1,300","1,440","1,520","1,550","1,420","1,100","1,150",950,810,590,320,250,,,
,Bukit Merah,"1,350",60,70,80,90,110,120,110,110,110,110,130,80,70,40,30,20,10,10,,,
,Depot Road,"5,080",200,260,310,300,360,430,370,390,420,430,500,350,260,170,140,100,50,30,,,
,Everton Park,"8,920",360,370,400,410,580,820,740,660,670,800,810,550,560,370,330,230,160,100,,,
,Henderson Hill,"16,060",710,740,750,720,990,"1,260","1,290","1,270","1,320","1,260","1,260",970,"1,050",850,710,460,260,190,,,
,Kampong Tiong Bahru,"11,580",490,540,580,600,770,950,890,920,910,"1,000",960,710,760,520,390,280,170,150,,,
,Maritime Square,860,40,40,60,50,50,80,70,80,80,80,70,50,40,20,20,20,10,10,,,
,Redhill,"7,950",390,440,420,340,400,560,620,690,740,620,520,390,470,410,390,290,160,120,,,
,Singapore General Hospital,100,-,-,-,-,10,40,20,20,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Telok Blangah Drive,"16,370",770,790,940,800,"1,100","1,480","1,330","1,300","1,310","1,330","1,400",990,960,680,540,350,180,110,,,
,Telok Blangah Rise,"15,890",700,810,970,860,"1,210","1,480","1,220","1,120","1,220","1,400","1,450","1,010",890,560,430,300,150,120,,,
,Telok Blangah Way,"9,830",440,420,460,430,610,810,730,720,840,820,790,600,650,530,460,280,150,100,,,
,Tiong Bahru,"7,190",250,220,300,260,450,610,510,540,570,630,630,470,480,340,330,250,190,160,,,
,Tiong Bahru Station,"9,850",340,450,480,430,540,820,770,800,860,810,760,570,720,510,430,280,170,110,,,
Bukit Panjang,Total,"112,190","8,840","9,230","10,250","7,370","6,850","9,140","10,380","11,200","11,430","9,260","6,270","3,650","2,820","1,990","1,550",990,550,410,,,
,Bangkit,"25,140","1,650","1,900","2,340","1,680","1,690","2,010","2,000","2,500","2,560","2,070","1,430",950,840,560,450,260,150,110,,,
,Bukit Panjang,"32,010","2,480","2,660","2,930","2,100","1,920","2,450","2,890","3,240","3,350","2,660","1,910","1,090",800,590,400,280,130,130,,,
,Dairy Farm,"3,320",180,280,360,240,210,170,190,300,360,370,250,140,80,60,60,30,30,10,,,
,Fajar,"19,840","1,510","1,660","1,900","1,250","1,250","1,910","1,770","1,980","1,930","1,560","1,070",650,510,330,260,160,90,70,,,
,Nature Reserve,"2,430",150,240,240,150,110,140,190,300,280,220,150,90,50,50,30,30,10,20,,,
,Saujana,"20,090","1,810","1,840","1,810","1,430","1,200","1,370","2,040","2,000","2,140","1,710","1,050",500,340,270,250,160,120,60,,,
,Senja,"9,360","1,060",660,660,530,470,"1,090","1,310",890,820,680,420,230,190,130,100,70,30,20,,,
Bukit Timah,Total,"66,550","3,090","4,950","5,580","4,190","4,140","4,460","4,450","5,480","6,130","6,130","5,550","3,680","2,930","2,080","1,610","1,010",630,490,,,
,Anak Bukit,"21,870","1,060","1,820","2,090","1,420","1,470","1,520","1,430","1,850","2,170","2,010","1,670","1,020",830,560,400,260,150,150,,,
,Coronation Road,"5,210",220,350,420,330,300,370,330,420,440,410,450,340,290,210,150,100,50,50,,,
,Farrer Court,"6,240",250,390,430,340,390,440,470,480,580,520,550,350,320,280,190,130,80,50,,,
,Hillcrest,"7,290",380,550,540,400,370,470,530,680,680,670,530,420,350,250,240,130,80,50,,,
,Holland Road,"6,050",300,470,450,410,350,370,400,520,550,580,480,330,310,180,140,100,70,50,,,
,Leedon Park,"5,920",280,380,430,380,380,450,430,470,490,550,550,420,230,150,150,100,60,40,,,
,Swiss Club,"4,240",200,280,330,260,250,270,280,340,350,390,350,250,180,160,150,100,60,40,,,
,Ulu Pandan,"9,730",410,710,890,650,630,580,590,720,880,"1,000",970,550,430,290,190,100,90,60,,,
Central Water Catchment,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Water Catchment,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Changi,Total,"1,090",80,90,80,70,60,80,110,90,110,80,70,40,40,30,30,20,10,10,,,
,Changi Airport,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Point,610,50,40,40,40,40,40,70,40,60,60,40,30,20,20,20,10,10,-,,,
,Changi West,470,40,50,40,30,20,40,50,50,50,20,40,10,20,10,10,10,-,10,,,
Changi Bay,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Bay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Choa Chu Kang,Total,"152,110","13,560","16,560","12,790","8,950","8,420","10,640","15,710","18,520","15,160","11,190","7,420","3,910","3,090","2,320","1,820","1,080",570,400,,,
,Central,"17,830","1,260","1,940","1,660","1,060","1,040","1,300","1,470","2,180","1,870","1,370",940,530,430,270,230,150,70,60,,,
,Keat Hong,"15,640","1,310","1,900","1,390",870,860,"1,050","1,530","2,000","1,600","1,130",760,400,280,210,170,90,70,30,,,
,Kranji North,"14,760","1,510","2,010","1,210",740,690,840,"1,650","2,190","1,460",990,580,250,210,170,130,90,30,30,,,
,Pang Sua,"15,830","1,870","2,100","1,210",710,590,930,"2,110","2,330","1,560",940,510,240,230,180,160,90,50,40,,,
,Peng Siang,"29,590","2,590","3,190","2,420","1,870","1,750","2,130","3,030","3,410","2,940","2,250","1,540",800,510,450,330,220,110,70,,,
,Teck Whye,"26,140","1,820","2,250","2,360","1,760","1,780","1,980","2,090","2,660","2,450","2,100","1,620",980,820,580,440,230,120,100,,,
,Yew Tee,"32,320","3,190","3,190","2,550","1,940","1,730","2,410","3,830","3,760","3,280","2,410","1,470",710,610,460,370,210,120,80,,,
Clementi,Total,"87,770","4,440","4,510","5,070","4,880","6,920","8,190","7,170","7,420","6,980","7,670","7,890","5,150","4,190","2,850","1,990","1,240",680,540,,,
,Clementi Central,"11,350",560,510,570,600,970,"1,140",940,900,880,980,"1,040",650,580,430,310,140,90,60,,,
,Clementi North,"26,190","1,240","1,180","1,260","1,270","2,040","2,660","2,330","2,350","1,940","2,210","2,420","1,610","1,380",930,610,390,210,160,,,
,Clementi West,"16,540","1,050",970,"1,000",970,"1,360","1,440","1,360","1,480","1,390","1,490","1,360",850,680,460,310,190,120,90,,,
,Clementi Woods,"20,110",970,980,"1,110","1,080","1,520","1,850","1,590","1,680","1,600","1,690","1,790","1,270","1,040",700,550,360,170,160,,,
,Faber,"3,550",200,260,300,220,200,250,300,320,350,310,300,190,140,90,60,40,20,10,,,
,Pandan,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sunset Way,"6,470",320,410,520,440,450,490,470,500,540,610,630,370,270,180,110,80,50,40,,,
,Toh Tuck,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,West Coast,"3,540",110,200,330,310,370,350,180,190,280,370,350,220,110,50,50,30,20,20,,,
Downtown Core,Total,"3,520",130,160,180,150,210,310,330,300,270,250,310,220,220,160,130,110,50,50,,,
,Anson,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bayfront Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bugis,"2,970",110,110,130,130,190,260,260,230,230,210,290,190,190,140,110,100,50,50,,,
,Cecil,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,City Hall,130,10,10,10,-,-,10,30,20,10,10,-,-,10,-,-,-,-,-,,,
,Clifford Pier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina Centre,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Phillip,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Raffles Place,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,260,10,20,10,10,20,20,30,30,30,30,20,20,10,10,10,-,-,-,,,
Geylang,Total,"115,210","5,810","6,890","7,800","6,910","7,610","9,030","8,500","9,370","10,760","10,010","8,510","5,730","5,710","4,410","3,590","2,390","1,240",960,,,
,Aljunied,"43,390","2,080","2,550","2,700","2,380","2,800","3,580","3,360","3,670","4,070","3,770","3,300","2,180","2,190","1,610","1,370",880,500,410,,,
,Geylang East,"29,820","1,420","1,740","2,050","1,860","2,190","2,310","2,010","2,170","2,660","2,690","2,450","1,610","1,440","1,150",930,610,330,220,,,
,Kallang Way,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Ubi,"13,370",770,"1,030","1,360","1,140",970,990,880,"1,090","1,470","1,270",890,540,360,220,170,110,60,60,,,
,Macpherson,"28,580","1,540","1,580","1,690","1,520","1,640","2,150","2,240","2,450","2,560","2,280","1,870","1,400","1,720","1,430","1,120",780,350,280,,,
Hougang,Total,"205,980","12,530","16,400","17,580","14,050","13,370","14,620","15,890","19,270","20,850","18,540","13,890","8,290","6,900","4,980","3,880","2,450","1,350","1,140",,,
,Defu Industrial Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hougang Central,"49,320","2,970","3,870","4,110","3,190","3,140","3,620","3,840","4,660","5,080","4,370","3,290","1,990","1,750","1,240",960,650,330,280,,,
,Lorong Ah Soo,"35,660","1,900","2,170","2,470","2,410","2,570","2,850","2,690","2,920","3,180","3,290","2,790","1,850","1,560","1,110",860,510,300,250,,,
,Rosyth,"20,930",920,"1,600","2,110","1,520","1,390","1,330","1,150","1,570","2,140","2,260","1,640",910,810,520,440,290,170,150,,,
,Sungei Serangoon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tai Keng,"12,510",700,970,"1,050",830,820,900,900,"1,070","1,120","1,140",930,510,490,390,300,170,100,130,,,
,Trafalgar,"87,530","6,050","7,790","7,850","6,110","5,450","5,910","7,300","9,050","9,330","7,470","5,250","3,040","2,290","1,720","1,330",830,450,330,,,
Jurong East,Total,"88,390","5,300","5,890","6,740","6,230","6,810","7,450","7,410","7,620","7,810","7,980","6,760","3,920","3,080","2,010","1,540",920,550,390,,,
,Boon Lay,"20,040","1,160","1,340","1,630","1,420","1,450","1,660","1,600","1,710","1,820","1,880","1,540",820,710,440,370,230,140,110,,,
,International Business Park,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Lake,"1,160",30,50,60,80,120,110,100,70,90,100,130,70,70,40,20,10,-,-,,,
,Jurong Port,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Regional Centre,"2,590",130,130,180,180,200,270,230,210,210,240,210,110,120,80,50,30,10,10,,,
,Jurong River,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Penjuru Crescent,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Teban Gardens,"19,180","1,080","1,150","1,310","1,280","1,630","1,780","1,520","1,540","1,470","1,610","1,740","1,090",740,510,350,190,120,90,,,
,Toh Guan,"15,410","1,240","1,380","1,450","1,190",990,950,"1,420","1,530","1,670","1,430",850,410,280,230,180,120,70,30,,,
,Yuhua,"29,970","1,660","1,840","2,100","2,080","2,410","2,670","2,540","2,560","2,560","2,700","2,290","1,430","1,160",710,560,350,210,150,,,
Jurong West,Total,"224,370","16,620","18,170","17,880","14,900","16,380","20,120","21,550","21,910","20,230","18,550","14,330","8,050","5,790","3,780","2,760","1,710",950,710,,,
,Boon Lay,"25,900","1,760","1,800","1,740","1,430","1,940","2,440","2,630","2,510","2,180","1,950","1,790","1,260",940,620,460,230,140,90,,,
,Central,"46,270","4,020","3,290","3,480","3,270","3,270","4,910","5,020","4,170","4,350","3,890","2,710","1,280",880,640,470,330,170,120,,,
,Chin Bee,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hong Kah,"56,230","3,490","3,720","4,470","4,190","4,350","5,090","4,850","4,860","4,850","5,180","4,170","2,440","1,760","1,120",760,440,270,230,,,
,Kian Teck,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Safti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Taman Jurong,"28,420","2,140","2,460","2,180","1,810","1,960","2,110","2,740","2,850","2,610","2,350","1,790","1,030",830,590,470,290,140,80,,,
,Wenya,"2,570",170,120,150,210,240,340,230,200,210,200,190,80,70,40,30,30,30,30,,,
,Yunnan,"64,930","5,040","6,770","5,870","3,990","4,610","5,220","6,080","7,310","6,020","4,980","3,690","1,960","1,310",780,580,390,200,140,,,
Kallang,Total,"89,010","4,290","4,660","4,990","4,540","5,470","7,000","6,970","7,230","7,780","7,480","6,970","4,830","5,090","3,870","3,390","2,290","1,200",980,,,
,Bendemeer,"28,920","1,350","1,520","1,780","1,650","1,910","2,310","2,250","2,230","2,630","2,600","2,360","1,520","1,470","1,090",950,630,380,290,,,
,Boon Keng,"9,880",510,500,500,500,650,870,830,850,900,770,710,470,540,430,360,270,120,100,,,
,Crawford,"9,770",350,350,380,380,540,740,630,620,730,700,810,650,810,660,630,410,190,190,,,
,Geylang Bahru,"13,530",790,750,700,670,800,"1,130","1,150","1,230","1,160","1,030",900,720,780,630,510,310,160,120,,,
,Kallang Bahru,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Bugis,890,30,40,70,60,70,90,40,60,70,100,90,50,40,20,20,10,20,10,,,
,Kampong Java,"9,850",500,590,580,470,620,750,780,830,830,820,830,560,540,360,320,230,150,120,,,
,Lavender,"7,570",270,320,390,360,440,540,520,510,600,630,670,470,560,410,390,280,100,100,,,
,Tanjong Rhu,"8,590",500,580,580,450,450,580,760,900,860,830,600,390,360,280,210,140,80,50,,,
Lim Chu Kang,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Lim Chu Kang,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Mandai,Total,"1,230",80,90,100,80,80,80,110,120,120,100,100,60,40,30,20,10,10,10,,,
,Subzone 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"1,230",80,90,100,80,80,80,110,120,120,100,100,60,40,30,20,10,10,10,,,
Marina East,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina South,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marine Parade,Total,"45,230","2,040","2,610","2,870","2,410","2,690","3,400","3,480","3,660","3,970","3,790","3,640","2,640","2,500","1,950","1,590",970,600,410,,,
,East Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Katong,"7,750",340,540,560,420,460,510,530,630,730,700,630,390,340,320,270,200,100,90,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marine Parade,"28,390","1,230","1,500","1,640","1,370","1,650","2,270","2,300","2,280","2,420","2,270","2,170","1,720","1,820","1,360","1,100",640,400,260,,,
,Mountbatten,"9,090",470,570,680,610,570,620,650,750,830,830,830,530,350,280,220,130,110,70,,,
Museum,Total,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bras Basah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Dhoby Ghaut,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Fort Canning,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Newton,Total,"6,600",300,390,380,340,340,490,510,620,620,610,600,420,310,230,200,130,70,60,,,
,Cairnhill,"3,470",150,190,200,160,190,280,270,320,310,290,320,250,170,130,110,70,40,30,,,
,Goodwood Park,530,20,40,40,40,20,40,40,50,60,60,40,20,10,20,10,10,10,-,,,
,Istana Negara,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Monk's Hill,"1,220",60,70,60,60,60,100,120,130,110,120,80,70,70,40,40,30,10,20,,,
,Newton Circus,140,10,10,10,10,10,20,20,20,10,10,20,10,-,10,-,-,-,-,,,
,Orange Grove,"1,190",60,80,80,80,70,60,60,90,130,130,130,80,60,40,30,20,10,10,,,
North Eastern Islands,Total,100,-,-,-,-,10,10,-,10,10,10,-,10,10,-,10,10,-,10,,,
,North Eastern Islands,100,-,-,-,-,10,10,-,10,10,10,-,10,10,-,10,10,-,10,,,
Novena,Total,"41,590","1,930","2,560","2,670","2,180","2,420","3,060","3,100","3,600","3,960","3,680","3,250","2,220","2,060","1,620","1,350",870,590,480,,,
,Balestier,"29,960","1,400","1,740","1,850","1,500","1,800","2,380","2,360","2,620","2,810","2,500","2,220","1,600","1,560","1,220",990,620,420,360,,,
,Dunearn,"3,400",130,260,240,200,180,180,210,270,320,320,300,200,180,140,120,70,50,40,,,
,Malcolm,"2,490",100,170,190,160,120,140,120,180,270,270,230,140,100,90,90,70,30,30,,,
,Moulmein,"5,160",280,360,340,280,280,330,380,480,500,530,460,250,200,150,140,90,70,50,,,
,Mount Pleasant,580,20,30,50,40,50,30,30,40,60,60,50,30,20,30,20,20,10,10,,,
Orchard,Total,630,20,30,20,20,40,50,50,50,70,80,60,50,30,20,20,10,10,10,,,
,Boulevard,330,10,10,10,20,20,20,30,20,30,50,30,30,10,20,10,10,-,-,,,
,Somerset,120,10,-,-,-,10,10,10,20,20,20,10,10,-,-,-,-,-,-,,,
,Tanglin,190,10,10,10,10,10,10,10,20,20,10,20,20,10,-,10,-,-,-,,,
Outram,Total,"17,500",570,560,640,690,"1,010","1,290","1,220","1,230","1,270","1,400","1,530","1,180","1,330","1,070",960,700,420,440,,,
,China Square,"2,140",70,90,80,110,160,190,170,170,160,190,190,140,140,80,80,50,30,30,,,
,Chinatown,"7,440",250,220,270,280,450,580,550,510,530,530,640,500,530,470,400,310,200,210,,,
,Pearl's Hill,"7,490",240,240,260,280,370,480,460,500,560,640,650,510,630,490,460,330,190,200,,,
,People's Park,440,10,10,30,20,40,50,40,40,20,40,50,30,20,20,10,10,-,-,,,
Pasir Ris,Total,"121,580","10,780","14,700","11,110","6,410","5,640","7,380","11,080","16,350","13,000","8,840","5,700","2,970","2,420","1,800","1,440","1,020",530,430,,,
,Elias,"31,420","3,240","4,110","2,500","1,440","1,240","1,980","3,530","4,720","3,040","1,950","1,150",680,620,450,330,250,110,70,,,
,Loyang,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Loyang East,"9,380",590,"1,000",960,610,500,430,640,"1,050","1,140",930,590,290,220,140,110,90,50,50,,,
,Pasir Ris Drive,"59,150","5,060","6,940","5,670","3,270","2,930","3,790","5,070","7,560","6,380","4,320","2,910","1,450","1,170",890,720,520,270,240,,,
,Pasir Ris Park,950,80,120,100,50,40,40,70,130,120,90,50,30,20,10,10,10,-,-,,,
,Pasir Ris Town,"20,660","1,810","2,530","1,870","1,040",910,"1,130","1,770","2,900","2,330","1,550","1,000",530,400,320,260,160,90,70,,,
,Pasir Ris West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Paya Lebar,Total,110,10,-,-,10,10,10,10,10,10,10,10,10,-,-,-,10,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
