"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2004",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Brickworks,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukit Batok Central,"24,940","1,640","1,630","1,800","1,830","1,710","2,020","2,400","2,370","2,240","2,270","1,750","1,130",730,530,390,250,150,130,,,
,Bukit Batok East,"15,130",920,"1,010","1,050","1,190","1,120","1,160","1,240","1,330","1,460","1,470","1,170",730,430,330,230,150,70,60,,,
,Bukit Batok South,"14,090",940,"1,390","1,310","1,140",870,820,"1,160","1,460","1,570","1,380",830,450,230,190,160,90,60,40,,,
,Bukit Batok West,"15,410","1,010","1,090","1,090","1,130","1,090","1,160","1,280","1,410","1,480","1,440","1,190",700,420,320,250,180,90,80,,,
,Gombak,"3,590",130,200,240,260,290,290,240,250,290,330,340,260,170,130,90,60,20,20,,,
,Guilin,"12,290",820,950,940,890,820,840,"1,060","1,260","1,280","1,060",850,510,360,240,190,120,60,50,,,
,Hillview,"19,290","1,280","1,730","1,710","1,320","1,030","1,140","1,490","2,060","2,170","1,780","1,360",840,480,370,250,140,80,60,,,
,Hong Kah,"27,940","1,910","1,920","2,320","2,350","1,880","2,010","2,400","2,540","2,760","2,730","1,900","1,160",700,480,400,250,140,110,,,
Bukit Merah,Total,"141,310","6,040","6,320","7,050","7,070","8,180","10,920","11,410","10,810","11,340","11,960","11,440","9,970","8,190","7,050","5,620","3,860","2,300","1,790",,,
,Alexandra Hill,"14,850",630,740,810,840,920,"1,090","1,120","1,130","1,280","1,250","1,230","1,040",790,690,580,360,230,140,,,
,Alexandra North,480,40,40,30,10,10,40,60,80,60,40,20,20,10,10,10,-,-,-,,,
,Bukit Ho Swee,"17,330",640,690,750,820,970,"1,270","1,260","1,320","1,410","1,590","1,380","1,170","1,070",960,810,590,340,270,,,
,Bukit Merah,"1,270",60,70,70,80,80,110,110,90,100,100,110,90,70,50,30,20,10,10,,,
,Depot Road,"4,810",200,220,290,300,300,400,360,330,410,400,440,400,270,180,140,100,50,30,,,
,Everton Park,"9,150",410,340,380,440,540,820,850,720,650,770,780,680,490,450,330,250,150,120,,,
,Henderson Hill,"15,560",700,700,700,730,860,"1,090","1,240","1,250","1,270","1,280","1,150","1,070",980,880,740,460,260,210,,,
,Kampong Tiong Bahru,"10,980",450,500,520,580,690,840,830,850,830,960,940,780,680,570,400,270,160,140,,,
,Maritime Square,840,40,40,60,50,50,70,60,80,80,80,60,60,30,20,10,20,10,10,,,
,Redhill,"7,300",310,370,440,330,340,450,550,590,650,620,510,430,370,380,360,260,180,180,,,
,Singapore General Hospital,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Telok Blangah Drive,"15,950",750,740,850,860,970,"1,290","1,350","1,270","1,270","1,290","1,280","1,160",910,750,520,370,190,140,,,
,Telok Blangah Rise,"15,060",640,750,850,850,990,"1,250","1,260","1,050","1,070","1,250","1,380","1,200",840,620,460,310,170,120,,,
,Telok Blangah Way,"10,090",430,440,510,440,530,770,810,720,850,890,820,710,610,520,470,300,150,130,,,
,Tiong Bahru,"6,910",250,220,250,280,380,580,510,490,520,580,610,510,450,370,320,240,190,170,,,
,Tiong Bahru Station,"10,690",480,460,530,480,560,860,"1,020",800,900,880,730,670,630,610,440,300,210,120,,,
Bukit Panjang,Total,"117,700","8,640","9,170","10,180","8,700","7,350","8,700","11,100","10,690","11,680","10,440","7,410","4,600","3,040","2,250","1,650","1,090",580,440,,,
,Bangkit,"24,770","1,460","1,760","2,160","1,930","1,640","1,730","1,930","2,210","2,530","2,200","1,640","1,070",860,620,470,280,170,110,,,
,Bukit Panjang,"32,570","2,240","2,590","2,860","2,420","2,040","2,200","2,850","3,030","3,340","2,970","2,170","1,360",830,670,430,290,150,140,,,
,Dairy Farm,"3,410",170,250,350,300,220,180,170,260,340,410,290,190,100,60,60,30,20,20,,,
,Fajar,"20,740","1,620","1,560","1,910","1,490","1,240","1,740","2,060","1,820","2,000","1,730","1,210",800,540,390,270,200,90,70,,,
,Nature Reserve,"2,630",170,240,250,180,150,140,210,270,310,260,170,100,60,50,30,20,10,10,,,
,Saujana,"20,260","1,510","1,820","1,770","1,610","1,380","1,270","1,910","1,800","2,070","1,950","1,270",670,380,270,260,160,100,60,,,
,Senja,"13,330","1,470",960,890,770,680,"1,440","1,980","1,300","1,080",930,660,410,270,200,140,110,40,30,,,
Bukit Timah,Total,"65,650","3,010","4,520","5,390","4,730","3,890","4,080","4,410","5,130","6,000","6,210","5,380","4,130","2,880","2,200","1,570","1,020",620,490,,,
,Anak Bukit,"21,310",920,"1,530","1,980","1,670","1,410","1,390","1,380","1,600","2,010","2,050","1,750","1,160",840,610,430,300,140,150,,,
,Coronation Road,"4,960",210,340,390,340,290,330,330,370,430,420,400,330,250,210,140,90,40,50,,,
,Farrer Court,"6,030",260,350,430,360,360,370,430,450,520,560,480,410,320,280,190,120,90,50,,,
,Hillcrest,"7,130",400,480,550,450,340,380,550,610,690,670,510,430,330,260,210,140,80,60,,,
,Holland Road,"6,870",370,550,530,480,380,350,470,620,650,670,540,390,290,210,150,90,90,50,,,
,Leedon Park,"5,580",240,340,380,390,310,410,420,460,490,530,480,440,240,150,130,90,60,40,,,
,Swiss Club,"4,220",210,290,320,290,220,260,250,320,380,380,360,260,180,180,140,100,60,40,,,
,Ulu Pandan,"9,550",400,640,810,750,570,590,590,700,830,930,870,720,420,300,200,100,70,60,,,
Central Water Catchment,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Water Catchment,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Changi,Total,"1,440",140,120,120,80,70,130,160,150,130,100,70,50,40,30,30,20,10,10,,,
,Changi Airport,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Point,430,30,20,30,20,30,30,30,40,50,40,30,30,20,10,20,10,-,10,,,
,Changi West,"1,020",120,110,90,60,40,90,140,110,90,60,40,20,10,10,10,10,-,10,,,
Changi Bay,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Changi Bay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Choa Chu Kang,Total,"157,800","12,220","15,720","14,500","10,600","8,970","10,180","14,390","17,630","16,580","12,760","8,840","5,210","3,320","2,480","2,020","1,280",610,490,,,
,Central,"17,750","1,090","1,650","1,860","1,260","1,040","1,190","1,330","1,860","1,990","1,490","1,060",670,430,290,230,170,70,60,,,
,Keat Hong,"15,590","1,100","1,670","1,660","1,010",860,950,"1,250","1,790","1,740","1,290",870,520,270,240,180,90,60,40,,,
,Kranji North,"14,830","1,270","1,880","1,500",880,690,720,"1,270","2,050","1,690","1,170",690,360,210,170,140,100,50,30,,,
,Pang Sua,"16,310","1,640","2,110","1,520",920,600,700,"1,670","2,380","1,810","1,160",660,340,240,210,170,100,50,40,,,
,Peng Siang,"29,560","2,240","2,850","2,690","2,120","1,840","1,860","2,720","3,120","3,070","2,430","1,780","1,060",570,410,360,240,110,110,,,
,Teck Whye,"25,750","1,560","2,050","2,340","1,920","1,770","1,750","1,950","2,260","2,570","2,150","1,780","1,160",870,620,470,310,120,110,,,
,Yew Tee,"38,020","3,330","3,510","2,950","2,500","2,170","3,010","4,210","4,170","3,710","3,090","2,000","1,100",740,550,470,270,150,100,,,
Clementi,Total,"85,680","4,340","4,410","4,650","4,690","6,160","7,720","7,250","6,790","7,140","7,010","7,350","6,180","4,170","3,120","2,040","1,300",760,620,,,
,Clementi Central,"11,810",550,540,570,600,890,"1,130","1,070",890,940,950,"1,030",840,610,500,340,200,100,80,,,
,Clementi North,"24,230","1,110","1,100","1,090","1,130","1,670","2,360","2,190","1,950","1,960","1,920","2,110","1,900","1,300","1,000",650,400,200,190,,,
,Clementi West,"16,280","1,030",940,950,880,"1,210","1,410","1,390","1,350","1,440","1,390","1,360","1,020",700,450,330,210,120,100,,,
,Clementi Woods,"19,580","1,000",960,"1,000","1,060","1,320","1,700","1,610","1,520","1,670","1,550","1,650","1,490","1,000",790,520,350,220,170,,,
,Faber,"3,970",220,330,320,250,230,280,300,420,380,340,280,230,150,100,60,30,30,20,,,
,Pandan,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sunset Way,"6,490",350,400,480,470,450,460,460,500,540,560,580,460,290,200,120,80,50,40,,,
,Toh Tuck,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,West Coast,"3,310",80,150,240,290,390,390,220,150,220,290,340,240,120,80,40,30,20,20,,,
Downtown Core,Total,"3,280",100,130,130,140,180,280,290,290,250,250,270,250,200,170,130,110,50,60,,,
,Anson,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bayfront Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bugis,"2,810",90,120,120,120,160,230,240,230,200,220,240,230,180,150,120,100,50,50,,,
,Cecil,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Central Subzone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,City Hall,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Clifford Pier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina Centre,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Phillip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Raffles Place,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Pagar,260,10,10,10,10,20,30,20,30,30,20,30,10,10,10,10,10,-,10,,,
Geylang,Total,"112,060","5,180","6,350","7,410","7,130","7,180","8,160","8,460","8,500","9,980","10,110","8,630","6,670","5,430","4,490","3,550","2,520","1,290","1,030",,,
,Aljunied,"42,630","1,880","2,380","2,640","2,440","2,650","3,290","3,540","3,320","3,860","3,790","3,260","2,580","2,090","1,670","1,330",960,490,440,,,
,Geylang East,"28,840","1,300","1,570","1,910","1,950","2,000","2,150","1,980","2,000","2,380","2,650","2,400","1,930","1,360","1,150",890,640,350,240,,,
,Kallang Way,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Ubi,"13,030",670,870,"1,250","1,230",980,920,890,940,"1,300","1,320",970,630,390,240,180,140,60,50,,,
,Macpherson,"27,520","1,320","1,520","1,620","1,520","1,550","1,800","2,040","2,230","2,430","2,340","2,000","1,530","1,580","1,430","1,150",780,390,300,,,
Hougang,Total,"205,240","10,930","14,680","16,940","15,310","13,630","13,580","15,330","17,110","20,350","19,670","15,260","10,360","7,200","5,460","4,110","2,660","1,500","1,160",,,
,Defu Industrial Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hougang Central,"48,660","2,640","3,370","4,030","3,450","3,150","3,150","3,750","4,130","4,980","4,580","3,580","2,440","1,760","1,340",950,700,390,290,,,
,Lorong Ah Soo,"34,730","1,720","2,060","2,310","2,390","2,420","2,460","2,660","2,690","3,020","3,250","2,770","2,210","1,510","1,220",920,550,330,250,,,
,Rosyth,"20,370",820,"1,320","1,970","1,720","1,370","1,250","1,120","1,270","1,920","2,330","1,750","1,140",760,560,430,330,170,140,,,
,Sungei Serangoon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tai Keng,"12,130",550,860,960,940,820,810,860,930,"1,080","1,130",950,620,490,410,320,170,120,120,,,
,Trafalgar,"89,330","5,200","7,070","7,670","6,810","5,870","5,910","6,940","8,090","9,350","8,380","6,200","3,950","2,690","1,940","1,500",920,490,360,,,
Jurong East,Total,"85,850","4,730","5,460","6,140","6,360","6,550","6,840","7,080","7,010","7,360","7,770","7,030","4,790","3,060","2,180","1,550",980,570,410,,,
,Boon Lay,"19,890","1,100","1,330","1,460","1,520","1,440","1,520","1,580","1,630","1,740","1,840","1,670","1,040",690,500,350,220,170,110,,,
,International Business Park,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Lake,"1,090",30,40,60,70,110,120,90,80,70,90,110,60,60,40,20,10,-,-,,,
,Jurong Port,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Regional Centre,"2,470",130,110,150,180,190,210,230,180,210,230,180,150,110,90,60,40,20,10,,,
,Jurong River,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Penjuru Crescent,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Teban Gardens,"18,310",970,"1,040","1,230","1,250","1,450","1,580","1,420","1,410","1,390","1,450","1,680","1,300",790,540,350,240,110,80,,,
,Toh Guan,"14,870","1,000","1,170","1,290","1,230","1,070",980,"1,330","1,380","1,490","1,490","1,010",550,280,210,170,110,60,40,,,
,Yuhua,"29,200","1,510","1,770","1,940","2,100","2,280","2,430","2,430","2,320","2,470","2,660","2,360","1,690","1,120",800,590,370,210,170,,,
Jurong West,Total,"229,570","16,020","17,520","18,200","15,910","16,020","19,290","21,710","21,520","20,730","19,230","15,970","10,250","6,310","4,290","2,940","1,840","1,020",800,,,
,Boon Lay,"25,130","1,450","1,700","1,730","1,470","1,740","2,020","2,330","2,410","2,290","1,990","1,890","1,430","1,050",670,470,280,140,100,,,
,Central,"51,780","4,590","3,670","3,510","3,700","3,520","5,050","6,190","4,550","4,370","4,370","3,340","1,920",980,790,530,330,210,150,,,
,Chin Bee,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Hong Kah,"55,210","3,260","3,620","4,110","4,110","4,250","4,600","4,700","4,710","4,680","4,930","4,340","3,010","1,870","1,210",830,470,270,250,,,
,Kian Teck,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Safti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Taman Jurong,"28,170","1,880","2,330","2,220","1,920","1,890","1,980","2,380","2,790","2,600","2,380","1,980","1,230",880,650,500,310,160,110,,,
,Wenya,"4,460",390,200,240,270,370,690,570,340,290,310,290,180,120,80,50,30,30,40,,,
,Yunnan,"64,780","4,450","6,010","6,400","4,450","4,250","4,950","5,550","6,710","6,500","5,240","4,140","2,480","1,410",900,560,430,210,150,,,
Kallang,Total,"86,560","3,950","4,320","4,690","4,510","4,990","6,190","7,130","6,760","7,450","7,530","6,880","5,740","4,670","3,990","3,300","2,150","1,270","1,070",,,
,Bendemeer,"27,250","1,160","1,300","1,590","1,610","1,730","2,050","2,170","2,020","2,260","2,550","2,290","1,810","1,390","1,110",930,630,370,300,,,
,Boon Keng,"9,340",450,450,510,450,560,750,820,780,830,780,690,570,460,410,360,250,130,100,,,
,Crawford,"9,140",300,330,360,330,460,550,680,560,660,720,770,720,710,680,580,360,200,200,,,
,Geylang Bahru,"13,070",700,740,700,650,720,940,"1,110","1,130","1,170","1,050",950,780,680,630,510,310,170,140,,,
,Kallang Bahru,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kampong Bugis,850,40,50,60,60,70,70,60,40,80,100,80,70,30,20,20,10,10,10,,,
,Kampong Java,"10,690",500,610,600,520,590,810,910,840,910,850,850,770,550,470,360,230,190,150,,,
,Lavender,"7,310",290,280,330,390,410,540,570,470,590,620,610,550,510,400,320,220,120,100,,,
,Tanjong Rhu,"8,890",510,560,550,510,450,490,810,930,950,860,640,480,360,270,220,150,80,70,,,
Lim Chu Kang,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Lim Chu Kang,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Mandai,Total,"1,480",100,120,120,100,80,90,120,150,160,110,100,100,40,40,30,10,10,10,,,
,Subzone 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 3,"1,480",100,120,120,100,80,90,120,150,160,110,100,100,40,40,30,10,10,10,,,
Marina East,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marina South,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marina South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Marine Parade,Total,"43,020","1,920","2,400","2,700","2,470","2,400","2,880","3,370","3,380","3,720","3,730","3,310","2,840","2,310","2,000","1,510","1,030",610,450,,,
,East Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Katong,"7,420",320,500,570,450,430,440,500,590,690,680,600,460,280,280,250,180,110,80,,,
,Marina East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Marine Parade,"26,710","1,170","1,340","1,460","1,390","1,410","1,850","2,250","2,100","2,220","2,220","1,940","1,810","1,680","1,430","1,080",710,400,280,,,
,Mountbatten,"8,890",430,560,680,640,560,590,630,690,810,820,770,570,340,290,190,140,100,90,,,
Museum,Total,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bras Basah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Dhoby Ghaut,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Fort Canning,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Newton,Total,"6,420",300,390,380,360,310,440,520,600,630,640,520,460,260,210,170,100,80,60,,,
,Cairnhill,"3,330",150,200,180,180,170,240,280,310,320,300,280,230,150,130,90,60,50,30,,,
,Goodwood Park,610,30,50,50,50,20,40,60,60,60,70,50,40,20,10,10,10,-,-,,,
,Istana Negara,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Monk's Hill,"1,050",40,60,50,50,50,90,100,110,100,110,70,70,50,30,40,20,10,10,,,
,Newton Circus,140,10,10,10,10,-,10,10,20,20,10,10,10,-,-,10,-,-,-,,,
,Orange Grove,"1,250",70,80,90,80,60,60,80,100,130,150,110,100,50,30,30,10,10,10,,,
North Eastern Islands,Total,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,North Eastern Islands,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Novena,Total,"41,030","1,850","2,360","2,580","2,340","2,320","2,920","3,220","3,370","3,780","3,690","3,210","2,530","1,980","1,580","1,320",910,530,550,,,
,Balestier,"29,270","1,320","1,590","1,750","1,580","1,670","2,230","2,410","2,380","2,630","2,580","2,210","1,800","1,500","1,190",990,680,370,410,,,
,Dunearn,"3,520",160,250,270,230,190,170,210,280,350,300,320,220,160,140,130,60,50,40,,,
,Malcolm,"2,230",80,140,170,150,120,130,110,160,230,240,200,150,90,70,70,60,40,20,,,
,Moulmein,"5,450",270,360,350,340,300,360,460,520,510,530,440,320,210,160,120,100,60,60,,,
,Mount Pleasant,570,20,30,50,40,40,30,30,40,50,60,40,40,30,20,20,10,10,10,,,
Orchard,Total,590,10,30,30,30,30,40,50,40,50,70,60,60,30,20,10,10,10,10,,,
,Boulevard,270,10,10,10,10,20,20,20,20,20,40,30,30,20,10,10,10,10,-,,,
,Somerset,100,-,10,-,-,10,10,10,10,10,20,10,10,-,-,-,-,-,-,,,
,Tanglin,220,10,10,10,10,10,10,10,20,20,20,20,20,10,-,10,10,-,-,,,
Outram,Total,"15,860",470,510,530,630,830,"1,130","1,120","1,080","1,140","1,300","1,410","1,250","1,140","1,050",880,590,360,450,,,
,China Square,"2,000",50,70,80,90,130,170,160,150,170,160,200,160,140,90,80,50,40,20,,,
,Chinatown,"6,640",220,210,220,260,340,500,510,490,470,510,530,490,470,440,370,250,150,220,,,
,Pearl's Hill,"6,820",190,210,210,260,340,410,420,420,490,610,630,550,510,500,420,280,180,200,,,
,People's Park,390,10,10,20,20,30,50,30,30,20,30,40,40,20,20,10,10,-,-,,,
Pasir Ris,Total,"121,340","9,080","13,040","12,920","7,630","5,880","6,260","9,460","14,370","14,210","10,110","6,530","3,870","2,430","1,910","1,540","1,050",610,450,,,
,Elias,"31,490","2,740","3,750","3,090","1,710","1,310","1,650","2,850","4,430","3,530","2,260","1,410",820,610,500,380,230,140,90,,,
,Loyang,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Loyang East,"10,290",590,960,"1,120",760,550,510,600,"1,050","1,240","1,050",720,420,230,160,120,90,70,50,,,
,Pasir Ris Drive,"58,290","4,220","6,030","6,450","3,840","3,020","3,120","4,520","6,330","6,800","4,920","3,190","1,900","1,200",910,770,540,300,250,,,
,Pasir Ris Park,"1,100",80,130,110,80,50,40,70,140,150,110,70,40,20,10,10,10,-,-,,,
,Pasir Ris Town,"20,160","1,460","2,170","2,160","1,240",950,940,"1,430","2,420","2,490","1,770","1,160",680,380,330,260,170,100,60,,,
,Pasir Ris West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Paya Lebar,Total,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
